"","CVE_ENT","CVE_MUN","NOM_MUN","Mx_Manglar","Mx_Mangl_1","Has_mun","Has_mangla"
"1301","30","181","Tlalixcoyan",0,0,91789.844,0
"1302","30","182","Tlalnelhuayocan",0,0,3670.344,0
"1303","30","185","Tlilapan",0,0,1121.259,0
"1304","30","186","TomatlÃ¡n",0,0,1877.712,0
"1305","30","187","TonayÃ¡n",0,0,5023.874,0
"1306","30","189","Tuxpan",45694706.3451771,4.73861587798936,96430.493,4569.471
"1307","30","190","Tuxtilla",0,0,5611.774,0
"1308","30","191","Ursulo GalvÃ¡n",253974.876741589,0.204521393993617,12418.01,25.397
"1309","30","193","Veracruz",870.509634075714,0.000352202749579,24716.151,0.087
"1310","30","195","Xoxocotla",0,0,3735.212,0
"1311","30","196","Yanga",0,0,8789.145,0
"1312","30","198","Zacualpan",0,0,26374.901,0
"1313","30","199","Zaragoza",0,0,2169.721,0
"1314","30","200","Zentla",0,0,17805.409,0
"1315","30","202","ZontecomatlÃ¡n de LÃ³pez y Fuentes",0,0,24212.452,0
"1316","30","203","Zozocolco de Hidalgo",0,0,6894.222,0
"1317","30","204","Agua Dulce",8236579.51156827,2.21193249442983,37237.029,823.658
"1318","30","207","Tres Valles",0,0,54765.535,0
"1319","30","210","Uxpanapa",0,0,190632.923,0
"1320","30","211","San Rafael",1512516.67747961,0.518238620804958,29185.719,151.252
"1321","30","212","Santiago Sochiapan",0,0,39911.679,0
"1322","30","003","Acayucan",0,0,65567.551,0
"1323","30","005","Acula",12886296.3796566,6.60761442992739,19502.192,1288.63
"1324","30","009","Alto Lucero de GutiÃ©rrez Barrios",1376435.93840422,0.2123285144343,64825.77,137.644
"1325","30","013","Naranjos AmatlÃ¡n",0,0,13595.279,0
"1326","30","016","La Antigua",332849.771543738,0.253593943316057,13125.304,33.285
"1327","30","020","Atlahuilco",0,0,6218.712,0
"1328","30","023","Atzalan",0,0,52192.086,0
"1329","30","024","Tlaltetela",0,0,27780.303,0
"1330","30","028","Boca del RÃ­o",2008363.86316835,5.27431353529311,3807.82,200.836
"1331","30","033","Cazones de Herrera",1574637.47173665,0.578174152259771,27234.657,157.464
"1332","30","103","MecatlÃ¡n",0,0,4362.258,0
"1333","30","104","Mecayapan",0,0,29645.819,0
"1334","30","108","MinatitlÃ¡n",288661.515251158,0.013628134078265,211812.94,28.866
"1335","30","110","Mixtla de Altamirano",0,0,6650.868,0
"1336","30","112","Naolinco",0,0,10840.936,0
"1337","30","116","Oluta",0,0,7801.6,0
"1338","30","119","OtatitlÃ¡n",0,0,4983.648,0
"1339","30","120","Oteapan",0,0,2232.942,0
"1340","30","123","PÃ¡nuco",8503475.00536782,0.268405091854368,316814.966,850.348
"1341","30","125","Paso del Macho",0,0,40063.869,0
"1342","30","127","La Perla",0,0,13787.62,0
"1343","30","129","PlatÃ³n SÃ¡nchez",0,0,24479.343,0
"1344","30","131","Poza Rica de Hidalgo",0,0,6411.224,0
"1345","30","136","Rafael Lucio",0,0,1152.373,0
"1346","30","137","Los Reyes",0,0,3420.437,0
"1347","30","141","San AndrÃ©s Tuxtla",0,0,95693.251,0
"1348","30","146","Sochiapa",0,0,1633.597,0
"1349","30","147","Soledad Atzompa",0,0,11472.884,0
"1350","30","150","TamalÃ­n",3075865.69518647,0.769020787103066,39997.172,307.587
"1351","30","154","Tantima",0,0,33357.832,0
"1352","30","156","Tatatila",0,0,9189.039,0
"1353","30","157","Castillo de Teayo",0,0,27264.27,0
"1354","30","160","Ãlamo Temapache",0,0,127708.911,0
"1355","30","162","Tenampa",0,0,6520.632,0
"1356","30","166","TepetlÃ¡n",0,0,9552.267,0
"1357","30","170","Texcatepec",0,0,19524.927,0
"1358","30","171","TexhuacÃ¡n",0,0,4267.317,0
"1359","30","172","Texistepec",0,0,44902.747,0
"1360","30","174","Tierra Blanca",0,0,151786.432,0
"1361","30","179","Tlacotepec de MejÃ­a",0,0,6531.146,0
"1362","30","180","Tlachichilco",0,0,22574.568,0
"1363","30","183","Tlapacoyan",0,0,16797.098,0
"1364","30","184","Tlaquilpa",0,0,5640.062,0
"1365","30","188","Totutla",0,0,9791.988,0
"1366","30","192","Vega de Alatorre",4818998.08620079,1.42315438695454,33861.387,481.9
"1367","30","194","Villa Aldama",0,0,5145.231,0
"1368","30","197","Yecuatla",0,0,11246.839,0
"1369","30","201","Zongolica",0,0,28259.496,0
"1370","30","205","El Higo",0,0,39114.817,0
"1371","30","206","Nanchital de LÃ¡zaro CÃ¡rdenas del RÃ­o",315392.757424753,1.11526353605446,2827.966,31.539
"1372","30","209","Tatahuicapan de JuÃ¡rez",0,0,29502.147,0
"1373","30","036","Coacoatzintla",0,0,4394.361,0
"1374","30","037","CoahuitlÃ¡n",0,0,4176.283,0
"1375","30","038","Coatepec",0,0,20231.755,0
"1376","30","042","Colipa",0,0,13041.258,0
"1377","30","047","Coscomatepec",0,0,15810.525,0
"1378","30","048","Cosoleacaque",1090354.32343579,0.393866268924109,27683.364,109.035
"1379","30","051","Coyutla",0,0,23403.963,0
"1380","30","055","Chalma",0,0,15199.772,0
"1381","30","059","Chinameca",0,0,17447.539,0
"1382","30","060","Chinampa de Gorostiza",0,0,14020.953,0
"1383","30","063","Chontla",0,0,39048.674,0
"1384","30","066","Espinal",0,0,24090.038,0
"1385","30","070","HidalgotitlÃ¡n",0,0,106514.242,0
"1386","30","074","Huiloapan de CuauhtÃ©moc",0,0,1872.156,0
"1387","30","075","Ignacio de la Llave",3384628.96558343,0.8527269691504,39691.825,338.463
"1388","30","076","IlamatlÃ¡n",0,0,15533.399,0
"1389","30","080","IxhuatlÃ¡n del CafÃ©",0,0,12939.028,0
"1390","30","085","IxtaczoquitlÃ¡n",0,0,13736.514,0
"1391","30","088","Jalcomulco",0,0,7271.866,0
"1392","30","090","Jamapa",0,0,13212.727,0
"1393","30","092","Xico",0,0,17903.43,0
"1394","30","094","Juan RodrÃ­guez Clara",0,0,99211.372,0
"1395","30","098","Magdalena",0,0,1376.641,0
"1396","30","099","Maltrata",0,0,11058.986,0
"1397","30","100","Manlio Fabio Altamirano",0,0,24714.627,0
"1398","30","208","Carlos A. Carrillo",0,0,24415.557,0
"1399","30","045","Cosamaloapan de Carpio",0,0,51913.199,0
"1400","31","048","MaxcanÃº",26943029.2332865,2.95805039572635,91083.74,2694.303
"1401","31","045","KopomÃ¡",0,0,15773.817,0
"1402","31","044","Kinchil",0,0,35584.331,0
"1403","31","021","ChichimilÃ¡",0,0,46995.94,0
"1404","31","023","ChocholÃ¡",0,0,29285.77,0
"1405","31","069","Sotuta",0,0,54594.4,0
"1406","31","068","SinanchÃ©",6965509.4857474,5.18775046541381,13426.84,696.551
"1407","31","067","SeyÃ©",0,0,17812.367,0
"1408","31","066","Santa Elena",0,0,51381.622,0
"1409","31","065","San Felipe",82081702.5783397,18.1552036432254,45211.116,8208.17
"1410","31","064","Sanahcat",0,0,2616.398,0
"1411","31","063","Samahil",0,0,16064.043,0
"1412","31","061","RÃ­o Lagartos",33413059.5982747,9.89832786762606,33756.267,3341.306
"1413","31","060","Quintana Roo",0,0,10345.654,0
"1414","31","058","Peto",0,0,105504.157,0
"1415","31","057","PanabÃ¡",0,0,66527.474,0
"1416","31","055","OpichÃ©n",0,0,25938.751,0
"1417","31","054","Muxupip",0,0,7163.877,0
"1418","31","053","Muna",0,0,39733.882,0
"1419","31","051","MocochÃ¡",0,0,4721.843,0
"1420","31","049","MayapÃ¡n",0,0,9361.731,0
"1421","31","006","Buctzotz",0,0,65434.241,0
"1422","31","005","BokobÃ¡",0,0,7170.568,0
"1423","31","004","Baca",0,0,10846.906,0
"1424","31","003","Akil",0,0,7645.684,0
"1425","31","002","Acanceh",0,0,13725.173,0
"1426","31","001","AbalÃ¡",0,0,29268.948,0
"1427","31","043","Kaua",0,0,13735.02,0
"1428","31","096","TizimÃ­n",44230647.3015567,1.13854477691789,388484.039,4423.065
"1429","31","095","TixpÃ©hual",0,0,7089.337,0
"1430","31","033","HalachÃ³",101174476.386618,17.2561949345992,58630.814,10117.448
"1431","31","052","Motul",1671003.54627194,0.521209941094596,32060.086,167.1
"1432","31","050","MÃ©rida",0,0,88338.313,0
"1433","31","042","Kantunil",0,0,19968.236,0
"1434","31","094","Tixmehuac",0,0,23020.501,0
"1435","31","093","Tixkokob",0,0,17226.725,0
"1436","31","041","KanasÃ­n",0,0,10230.205,0
"1437","31","101","UmÃ¡n",0,0,34909.484,0
"1438","31","040","Izamal",0,0,45874.738,0
"1439","31","039","Ixil",5049794.92251691,3.69243968653603,13676.039,504.979
"1440","31","092","Tixcacalcupul",0,0,50237.43,0
"1441","31","038","HunucmÃ¡",206506002.203303,24.5943337536528,83964.869,20650.6
"1442","31","037","HuhÃ­",0,0,19757.146,0
"1443","31","035","HoctÃºn",0,0,12065.481,0
"1444","31","091","Tinum",0,0,47052.049,0
"1445","31","090","Timucuy",0,0,13457.312,0
"1446","31","015","CuzamÃ¡",0,0,9348.401,0
"1447","31","036","HomÃºn",0,0,19981.434,0
"1448","31","034","HocabÃ¡",0,0,9491.026,0
"1449","31","031","Dzoncauich",0,0,13340.905,0
"1450","31","089","Ticul",0,0,33992.046,0
"1451","31","088","Teya",0,0,7786.394,0
"1452","31","087","Tetiz",5985326.89819983,1.77678645058627,33686.248,598.533
"1453","31","062","Sacalum",0,0,19878.202,0
"1454","31","056","Oxkutzcab",0,0,86292.962,0
"1455","31","032","Espita",0,0,73527.91,0
"1456","31","024","Chumayel",0,0,8383.769,0
"1457","31","086","TepakÃ¡n",0,0,10870.06,0
"1458","31","047","ManÃ­",0,0,12677.793,0
"1459","31","083","Telchac Puerto",6987021.0318649,10.7209561033081,6517.162,698.702
"1460","31","030","DzitÃ¡s",0,0,30955.523,0
"1461","31","029","Dzilam GonzÃ¡lez",1341057.11053646,0.264783648259867,50647.278,134.106
"1462","31","028","Dzilam de Bravo",125708674.420607,29.0823040240557,43225.143,12570.867
"1463","31","059","Progreso",31037272.506557,4.02281011073585,77153.213,3103.727
"1464","31","027","DzidzantÃºn",5778463.87502195,2.78436234984863,20753.275,577.846
"1465","31","026","Dzemul",4778569.19042674,2.74462613012432,17410.638,477.857
"1466","31","025","DzÃ¡n",0,0,7991.305,0
"1467","31","085","TemozÃ³n",0,0,70656.205,0
"1468","31","084","Temax",0,0,33757.187,0
"1469","31","082","Telchac Pueblo",0,0,5794.824,0
"1470","31","022","Chikindzonot",0,0,47379.928,0
"1471","31","020","Chicxulub Pueblo",0,0,4427.377,0
"1472","31","019","Chemax",0,0,139837.56,0
"1473","31","081","Tekom",0,0,27312.695,0
"1474","31","079","Tekax",0,0,276839.312,0
"1475","31","078","TekantÃ³",0,0,7979.123,0
"1476","31","077","Tekal de Venegas",0,0,19961.838,0
"1477","31","018","Chapab",0,0,16940.663,0
"1478","31","017","Chankom",0,0,44348.834,0
"1479","31","016","ChacsinkÃ­n",0,0,11465.41,0
"1480","31","106","YobaÃ­n",6066664.34185298,4.6038241474791,13177.446,606.666
"1481","31","105","Yaxkukul",0,0,4950.208,0
"1482","31","103","Xocchel",0,0,11076.671,0
"1483","31","076","Tecoh",0,0,36752.66,0
"1484","31","075","Teabo",0,0,22461.181,0
"1485","31","074","Tahmek",0,0,10248.873,0
"1486","31","073","TahdziÃº",0,0,24141.397,0
"1487","31","104","YaxcabÃ¡",0,0,147423.113,0
"1488","31","102","Valladolid",0,0,107823.941,0
"1489","31","100","UcÃº",282987.221663316,0.216340383473672,13080.647,28.299
"1490","31","072","Suma",0,0,8790.538,0
"1491","31","071","Sudzal",0,0,22155.762,0
"1492","31","011","CelestÃºn",282978378.389875,46.9386321398049,60286.882,28297.838
"1493","31","070","SucilÃ¡",0,0,30721.89,0
"1494","31","014","Cuncunul",0,0,13589.817,0
"1495","31","013","Conkal",0,0,6333.983,0
"1496","31","046","Mama",0,0,10040.902,0
"1497","31","080","Tekit",0,0,28100.51,0
"1498","31","099","Uayma",0,0,18767.348,0
"1499","31","012","Cenotillo",0,0,54253.942,0
"1500","31","010","Cantamayec",0,0,35625.97,0
"1501","31","009","Cansahcab",0,0,12880.87,0
"1502","31","098","Tzucacab",0,0,76558.909,0
"1503","31","097","TunkÃ¡s",0,0,41322.685,0
"1504","31","008","Calotmul",0,0,29074.939,0
"1505","31","007","CacalchÃ©n",0,0,10147.405,0
"1506","32","001","Apozol",0,0,29284.434,0
"1507","32","002","Apulco",0,0,20248.56,0
"1508","32","003","Atolinga",0,0,28122.689,0
"1509","32","004","Benito JuÃ¡rez",0,0,32881.656,0
"1510","32","005","Calera",0,0,38744.13,0
"1511","32","006","CaÃ±itas de Felipe Pescador",0,0,44946.968,0
"1512","32","007","ConcepciÃ³n del Oro",0,0,241824.162,0
"1513","32","008","CuauhtÃ©moc",0,0,32438.414,0
"1514","32","009","Chalchihuites",0,0,90089.568,0
"1515","32","010","Fresnillo",0,0,509246.936,0
"1516","32","011","Trinidad GarcÃ­a de la Cadena",0,0,30710.595,0
"1517","32","012","Genaro Codina",0,0,79478.201,0
"1518","32","013","General Enrique Estrada",0,0,19770.651,0
"1519","32","014","General Francisco R. MurguÃ­a",0,0,483583.377,0
"1520","32","015","El Plateado de JoaquÃ­n Amaro",0,0,35358.136,0
"1521","32","016","General PÃ¡nfilo Natera",0,0,44207.764,0
"1522","32","017","Guadalupe",0,0,81705.43,0
"1523","32","018","Huanusco",0,0,37230.174,0
"1524","32","019","Jalpa",0,0,71787.202,0
"1525","32","020","Jerez",0,0,154336.418,0
"1526","32","021","JimÃ©nez del Teul",0,0,117108.993,0
"1527","32","022","Juan Aldama",0,0,62359.199,0
"1528","32","023","Juchipila",0,0,33857.517,0
"1529","32","024","Loreto",0,0,42911.719,0
"1530","32","025","Luis Moya",0,0,17688.475,0
"1531","32","026","Mazapil",0,0,1211657.103,0
"1532","32","027","Melchor Ocampo",0,0,188142.909,0
"1533","32","028","Mezquital del Oro",0,0,48649.214,0
"1534","32","029","Miguel Auza",0,0,110582.863,0
"1535","32","030","Momax",0,0,16180.77,0
"1536","32","031","Monte Escobedo",0,0,159969.458,0
"1537","32","032","Morelos",0,0,18091.793,0
"1538","32","033","Moyahua de Estrada",0,0,54025.46,0
"1539","32","034","NochistlÃ¡n de MejÃ­a",0,0,87766.212,0
"1540","32","035","Noria de Ãngeles",0,0,40847.675,0
"1541","32","036","Ojocaliente",0,0,64481.209,0
"1542","32","037","PÃ¡nuco",0,0,68228.895,0
"1543","32","038","Pinos",0,0,316863.763,0
"1544","32","039","RÃ­o Grande",0,0,183870.153,0
"1545","32","040","Sain Alto",0,0,141498.167,0
"1546","32","041","El Salvador",0,0,62386.339,0
"1547","32","042","Sombrerete",0,0,363296.986,0
"1548","32","043","SusticacÃ¡n",0,0,19959.721,0
"1549","32","044","Tabasco",0,0,41019.018,0
"1550","32","045","TepechitlÃ¡n",0,0,54443.92,0
"1551","32","046","Tepetongo",0,0,72453.081,0
"1552","32","047","TeÃºl de GonzÃ¡lez Ortega",0,0,67947.236,0
"1553","32","048","Tlaltenango de SÃ¡nchez RomÃ¡n",0,0,74596.162,0
"1554","32","049","ValparaÃ­so",0,0,570835.974,0
"1555","32","050","Vetagrande",0,0,15995.913,0
"1556","32","051","Villa de Cos",0,0,666942.499,0
"1557","32","052","Villa GarcÃ­a",0,0,34173.924,0
"1558","32","053","Villa GonzÃ¡lez Ortega",0,0,43194.112,0
"1559","32","054","Villa Hidalgo",0,0,37535.932,0
"1560","32","055","Villanueva",0,0,217915.839,0
"1561","32","056","Zacatecas",0,0,44149.654,0
"1562","32","057","Trancoso",0,0,22080.524,0
"1563","32","058","Santa MarÃ­a de la Paz",0,0,27835.136,0
"1564","01","001","Aguascalientes",0,0,117810.025,0
"1565","01","002","Asientos",0,0,54900.896,0
"1566","01","003","Calvillo",0,0,93273.758,0
"1567","01","004","CosÃ­o",0,0,12973.893,0
"1568","01","005","JesÃºs MarÃ­a",0,0,50498.959,0
"1569","01","006","PabellÃ³n de Arteaga",0,0,19776.225,0
"1570","01","007","RincÃ³n de Romos",0,0,37619.921,0
"1571","01","008","San JosÃ© de Gracia",0,0,86670.032,0
"1572","01","009","TepezalÃ¡",0,0,23206.391,0
"1573","01","010","El Llano",0,0,50918.259,0
"1574","01","011","San Francisco de los Romo",0,0,13918.755,0
"1575","02","005","Playas de Rosarito",0,0,49973.747,0
"1576","02","002","Mexicali",0,0,1565408.016,0
"1577","02","003","Tecate",0,0,268722.837,0
"1578","02","001","Ensenada",382905.349288024,0.000720790204201,5312299.571,38.291
"1579","02","004","Tijuana",0,0,123569.47,0
"1580","03","009","Loreto",129110.502014858,0.0027894289447,462856.393,12.911
"1581","03","002","MulegÃ©",35702938.7868619,0.111369801972365,3205800.689,3570.294
"1582","03","001","ComondÃº",187864957.489458,1.0247897858343,1833204.82,18786.496
"1583","03","003","La Paz",33865218.6370655,0.21382100882371,1583811.564,3386.522
"1584","03","008","Los Cabos",0,0,375156.126,0
"1585","04","002","Campeche",19485414.5471612,0.600667579234574,324395.976,1948.541
"1586","04","003","Carmen",930451357.74183,10.8526910830329,857346.211,93045.136
"1587","04","004","ChampotÃ³n",130669025.630848,1.90606667002191,685542.787,13066.903
"1588","04","007","Palizada",226537637.541956,10.3579784278275,218708.35,22653.764
"1589","04","001","CalkinÃ­",485334259.850595,23.0894157805461,210197.722,48533.426
"1590","04","011","Candelaria",0,0,566954.729,0
"1591","04","010","Calakmul",0,0,1398749.897,0
"1592","04","006","HopelchÃ©n",0,0,777994.139,0
"1593","04","005","HecelchakÃ¡n",104135526.975961,8.16763737639536,127497.735,10413.553
"1594","04","009","EscÃ¡rcega",0,0,478326.831,0
"1595","04","008","Tenabo",114522976.940947,10.8189463487142,105854.095,11452.298
"1596","05","001","Abasolo",0,0,74315.091,0
"1597","05","002","AcuÃ±a",0,0,1146397.19,0
"1598","05","003","Allende",0,0,25164.275,0
"1599","05","004","Arteaga",0,0,163533.53,0
"1600","05","005","Candela",0,0,211881.979,0
"1601","05","006","CastaÃ±os",0,0,334305.369,0
"1602","05","007","Cuatro CiÃ©negas",0,0,1067231.403,0
"1603","05","008","Escobedo",0,0,102490.289,0
"1604","05","009","Francisco I. Madero",0,0,281006.736,0
"1605","05","010","Frontera",0,0,45745.888,0
"1606","05","011","General Cepeda",0,0,264088.013,0
"1607","05","012","Guerrero",0,0,292672.378,0
"1608","05","013","Hidalgo",0,0,112979.56,0
"1609","05","014","JimÃ©nez",0,0,220093.811,0
"1610","05","015","JuÃ¡rez",0,0,245812.243,0
"1611","05","016","Lamadrid",0,0,67336.647,0
"1612","05","017","Matamoros",0,0,80604.412,0
"1613","05","018","Monclova",0,0,125151.495,0
"1614","05","019","Morelos",0,0,63915.332,0
"1615","05","020","MÃºzquiz",0,0,828845.782,0
"1616","05","021","Nadadores",0,0,71657.498,0
"1617","05","022","Nava",0,0,90793.506,0
"1618","05","023","Ocampo",0,0,2602444.088,0
"1619","05","024","Parras",0,0,1062060.127,0
"1620","05","025","Piedras Negras",0,0,47442.864,0
"1621","05","026","Progreso",0,0,288649.856,0
"1622","05","027","Ramos Arizpe",0,0,675438.916,0
"1623","05","028","Sabinas",0,0,197627.405,0
"1624","05","029","Sacramento",0,0,28936.293,0
"1625","05","030","Saltillo",0,0,561956.764,0
"1626","05","031","San Buenaventura",0,0,644304.627,0
"1627","05","032","San Juan de Sabinas",0,0,80240.327,0
"1628","05","033","San Pedro",0,0,714387.26,0
"1629","05","034","Sierra Mojada",0,0,792172.477,0
"1630","05","035","TorreÃ³n",0,0,128274.585,0
"1631","05","036","Viesca",0,0,440175.66,0
"1632","05","037","Villa UniÃ³n",0,0,185452.956,0
"1633","05","038","Zaragoza",0,0,793874.244,0
"1634","06","001","ArmerÃ­a",3426802.4443137,0.838259531279495,40879.97,342.68
"1635","06","002","Colima",0,0,74599.509,0
"1636","06","003","Comala",0,0,31434.213,0
"1637","06","004","CoquimatlÃ¡n",0,0,52698.68,0
"1638","06","005","CuauhtÃ©moc",0,0,41225.627,0
"1639","06","006","IxtlahuacÃ¡n",0,0,37675.935,0
"1640","06","007","Manzanillo",17271552.1322623,1.27262098954914,135716.386,1727.155
"1641","06","008","MinatitlÃ¡n",0,0,41489.85,0
"1642","06","009","TecomÃ¡n",14265846.911164,1.51934805596035,93894.528,1426.585
"1643","06","010","Villa de Ãlvarez",0,0,28800.601,0
"1644","07","001","Acacoyagua",0,0,24803.958,0
"1645","07","002","Acala",0,0,48114.299,0
"1646","07","003","Acapetahua",133512686.963601,23.8499015352461,55980.393,13351.269
"1647","07","004","Altamirano",0,0,95510.508,0
"1648","07","005","AmatÃ¡n",0,0,31593.06,0
"1649","07","006","Amatenango de la Frontera",0,0,25356.415,0
"1650","07","007","Amatenango del Valle",0,0,15209.508,0
"1651","07","008","Angel Albino Corzo",0,0,58151.029,0
"1652","07","009","Arriaga",10115439.6073558,1.25230121928849,80774.812,1011.544
"1653","07","010","Bejucal de Ocampo",0,0,7872.116,0
"1654","07","011","Bella Vista",0,0,21372.29,0
"1655","07","012","BerriozÃ¡bal",0,0,35197.156,0
"1656","07","013","Bochil",0,0,36520.518,0
"1657","07","014","El Bosque",0,0,15915.484,0
"1658","07","015","CacahoatÃ¡n",0,0,17415.672,0
"1659","07","016","CatazajÃ¡",0,0,62972.819,0
"1660","07","017","Cintalapa",0,0,244050.79,0
"1661","07","018","Coapilla",0,0,15501.041,0
"1662","07","019","ComitÃ¡n de DomÃ­nguez",0,0,97784.273,0
"1663","07","020","La Concordia",0,0,257182.007,0
"1664","07","021","CopainalÃ¡",0,0,34641.319,0
"1665","07","022","ChalchihuitÃ¡n",0,0,18529.085,0
"1666","07","023","Chamula",0,0,34460.595,0
"1667","07","024","Chanal",0,0,40668.916,0
"1668","07","025","Chapultenango",0,0,18142.439,0
"1669","07","026","ChenalhÃ³",0,0,25132.623,0
"1670","07","027","Chiapa de Corzo",0,0,83066.803,0
"1671","07","028","Chiapilla",0,0,5140.298,0
"1672","07","029","ChicoasÃ©n",0,0,11533.577,0
"1673","07","030","Chicomuselo",0,0,99643.622,0
"1674","07","031","ChilÃ³n",0,0,167958.293,0
"1675","07","032","Escuintla",0,0,41688.858,0
"1676","07","033","Francisco LeÃ³n",0,0,21009.379,0
"1677","07","034","Frontera Comalapa",0,0,76446.635,0
"1678","07","035","Frontera Hidalgo",0,0,9404.216,0
"1679","07","036","La Grandeza",0,0,4869.08,0
"1680","07","037","HuehuetÃ¡n",0,0,30317.236,0
"1681","07","038","HuixtÃ¡n",0,0,31077.45,0
"1682","07","039","HuitiupÃ¡n",0,0,33910.393,0
"1683","07","040","Huixtla",5669098.7952246,1.43110309448223,39613.49,566.91
"1684","07","041","La Independencia",0,0,51423.161,0
"1685","07","042","IxhuatÃ¡n",0,0,9436.462,0
"1686","07","043","IxtacomitÃ¡n",0,0,12525.085,0
"1687","07","044","Ixtapa",0,0,27907.953,0
"1688","07","045","Ixtapangajoya",0,0,10724.376,0
"1689","07","046","Jiquipilas",0,0,130132.602,0
"1690","07","047","Jitotol",0,0,23558.998,0
"1691","07","048","JuÃ¡rez",0,0,74279.843,0
"1692","07","049","LarrÃ¡inzar",0,0,14879.434,0
"1693","07","050","La Libertad",0,0,45660.893,0
"1694","07","051","Mapastepec",41116454.0277127,3.37141445585712,121956.095,4111.645
"1695","07","052","Las Margaritas",0,0,301539.736,0
"1696","07","053","Mazapa de Madero",0,0,11029.813,0
"1697","07","054","MazatÃ¡n",37672876.2709511,9.84621962129453,38261.259,3767.288
"1698","07","055","Metapa",0,0,2275.597,0
"1699","07","056","Mitontic",0,0,3653.547,0
"1700","07","057","Motozintla",0,0,58431.532,0
"1701","07","058","NicolÃ¡s RuÃ­z",0,0,2952.797,0
"1702","07","059","Ocosingo",0,0,958017.05,0
"1703","07","060","Ocotepec",0,0,6113.901,0
"1704","07","061","Ocozocoautla de Espinosa",0,0,209547.902,0
"1705","07","062","OstuacÃ¡n",0,0,59849.447,0
"1706","07","063","Osumacinta",0,0,9229.768,0
"1707","07","064","Oxchuc",0,0,41646.719,0
"1708","07","065","Palenque",0,0,288797.603,0
"1709","07","066","PantelhÃ³",0,0,19253.97,0
"1710","07","067","Pantepec",0,0,10567.482,0
"1711","07","068","Pichucalco",0,0,59314.913,0
"1712","07","069","Pijijiapan",133423604.497084,7.59552757367691,175660.747,13342.36
"1713","07","070","El Porvenir",0,0,8266.099,0
"1714","07","071","Villa ComaltitlÃ¡n",17949250.13446,4.02938142144171,44545.92,1794.925
"1715","07","072","Pueblo Nuevo SolistahuacÃ¡n",0,0,24743.336,0
"1716","07","073","RayÃ³n",0,0,6767.852,0
"1717","07","074","Reforma",0,0,43489.76,0
"1718","07","075","Las Rosas",0,0,23480.888,0
"1719","07","076","Sabanilla",0,0,24995.186,0
"1720","07","077","Salto de Agua",0,0,122824.413,0
"1721","07","078","San CristÃ³bal de las Casas",0,0,39417.245,0
"1722","07","079","San Fernando",0,0,35953.89,0
"1723","07","080","Siltepec",0,0,87599.961,0
"1724","07","081","Simojovel",0,0,31394.502,0
"1725","07","082","SitalÃ¡",0,0,10540.273,0
"1726","07","083","Socoltenango",0,0,63274.384,0
"1727","07","084","Solosuchiapa",0,0,15632.773,0
"1728","07","085","SoyalÃ³",0,0,9608.445,0
"1729","07","086","Suchiapa",0,0,28388.472,0
"1730","07","087","Suchiate",9541963.43405473,4.04115572667066,23611.967,954.196
"1731","07","088","Sunuapa",0,0,7833.514,0
"1732","07","089","Tapachula",14425642.8422337,1.47179751815133,98013.773,1442.564
"1733","07","090","Tapalapa",0,0,6609.89,0
"1734","07","091","Tapilula",0,0,4259.446,0
"1735","07","092","TecpatÃ¡n",0,0,125636.221,0
"1736","07","093","Tenejapa",0,0,19246.068,0
"1737","07","094","Teopisca",0,0,28350.792,0
"1738","07","096","Tila",0,0,80125.841,0
"1739","07","097","TonalÃ¡",88053973.1008103,4.75324713234923,185250.147,8805.397
"1740","07","098","Totolapa",0,0,16852.857,0
"1741","07","099","La Trinitaria",0,0,160290.733,0
"1742","07","100","TumbalÃ¡",0,0,40219.476,0
"1743","07","101","Tuxtla GutiÃ©rrez",0,0,33484.926,0
"1744","07","102","Tuxtla Chico",0,0,16584.737,0
"1745","07","103","TuzantÃ¡n",0,0,17424.621,0
"1746","07","104","Tzimol",0,0,35818.942,0
"1747","07","105","UniÃ³n JuÃ¡rez",0,0,6203.548,0
"1748","07","106","Venustiano Carranza",0,0,135998.872,0
"1749","07","107","Villa Corzo",0,0,275497.396,0
"1750","07","108","Villaflores",0,0,190139.249,0
"1751","07","109","YajalÃ³n",0,0,20926.472,0
"1752","07","110","San Lucas",0,0,9403.581,0
"1753","07","111","ZinacantÃ¡n",0,0,19460.642,0
"1754","07","112","San Juan Cancuc",0,0,17304.033,0
"1755","07","113","Aldama",0,0,2680.958,0
"1756","07","114","BenemÃ©rito de las AmÃ©ricas",0,0,109294.727,0
"1757","07","115","Maravilla Tenejapa",0,0,54285.22,0
"1758","07","116","MarquÃ©s de Comillas",0,0,90927.953,0
"1759","07","117","Montecristo de Guerrero",0,0,19789.975,0
"1760","07","118","San AndrÃ©s Duraznal",0,0,3833.66,0
"1761","07","119","Santiago el Pinar",0,0,1653.578,0
"1762","08","001","Ahumada",0,0,1691008.146,0
"1763","08","002","Aldama",0,0,921633.47,0
"1764","08","003","Allende",0,0,213314.399,0
"1765","08","004","Aquiles SerdÃ¡n",0,0,49537.725,0
"1766","08","005","AscensiÃ³n",0,0,1285989.939,0
"1767","08","006","BachÃ­niva",0,0,95216.616,0
"1768","08","007","Balleza",0,0,537055.632,0
"1769","08","008","Batopilas",0,0,213712.022,0
"1770","08","009","Bocoyna",0,0,270598.178,0
"1771","08","010","Buenaventura",0,0,791196.925,0
