CVE_ENT,CVE_MUN,NOM_MUN,Mx_Manglar,Mx_Mangl_1,Has_mun,Has_mangla,LITORAL
"20","453",Santiago Astata,1670933.704661240801215,0.898298047567961,18601.106,167.093,"1"
"20","467",Santiago Jamiltepec,7065760.764448271133006,1.107669236627403,63789.447,706.576,"1"
"20","482",Santiago Pinotepa Nacional,14570512.366404114291072,1.811086635616683,80451.769,1457.051,"1"
"20","485",Santiago Tapextla,539055.397219093283638,0.418528700532539,12879.771,53.906,"1"
"20","507",Santo Domingo Armenta,330709.206219222454820,0.230135652720712,14370.186,33.071,"1"
"20","515",Santo Domingo Tehuantepec,3116955.524909843690693,0.260250822290760,119767.365,311.696,"1"
"20","525",Santo Domingo Zanatepec,0.000000000000000,0.000000000000000,64623.741,0.000,"1"
"23","001",Cozumel,27307652.554896280169487,5.594902952532850,48808.090,2730.765,"1"
"23","002",Felipe Carrillo Puerto,1323441161.107860803604126,10.172687003448500,1300975.013,132344.116,"1"
"23","003",Isla Mujeres,126936036.142149120569229,13.434493473265970,94485.167,12693.604,"1"
"23","004",OthÃ³n P. Blanco,565147916.527275443077087,5.675348714086692,995794.171,56514.792,"1"
"23","005",Benito JuÃ¡rez,78081252.957844093441963,3.702645478680175,210879.636,7808.125,"1"
"23","007",LÃ¡zaro CÃ¡rdenas,50324209.610273286700249,1.508840420579622,333529.039,5032.421,"1"
"23","008",Solidaridad,13583567.853611228987575,0.642163726190123,211528.109,1358.357,"1"
"23","009",Tulum,51811401.856588594615459,2.566837725066321,201849.152,5181.140,"1"
"23","010",Bacalar,233506678.178221523761749,3.854041673656348,605874.814,23350.668,"1"
"25","012",MazatlÃ¡n,14582827.928174594417214,0.575806301520005,253259.263,1458.283,"1"
"25","001",Ahome,164972288.079535722732544,4.129109521346247,399534.784,16497.229,"1"
"25","011",Guasave,132242704.646345928311348,4.500844394149375,293817.544,13224.270,"1"
"25","014",Rosario,8478436.198166444897652,0.321800317049136,263468.858,847.844,"1"
"25","016",San Ignacio,3999743.177705118432641,0.078888732710514,507010.702,399.974,"1"
"25","018",Navolato,191803881.030078947544098,8.229583092654034,233066.340,19180.388,"1"
"25","008",Elota,20872991.614064399152994,1.270144327161447,164335.589,2087.299,"1"
"25","006",CuliacÃ¡n,90798731.771186321973801,1.440099956714171,630502.982,9079.873,"1"
"25","009",Escuinapa,54157571.870698302984238,3.483624349855933,155463.295,5415.757,"1"
"25","002",Angostura,88713219.436354219913483,4.656820923139678,190501.677,8871.322,"1"
"26","072",San Ignacio RÃ­o Muerto,48696056.126399397850037,3.519583193565807,138357.452,4869.606,"1"
"26","071",Benito JuÃ¡rez,2453697.612806037534028,0.664129683285205,36946.062,245.370,"1"
"26","025",Empalme,879898.246453738305718,0.148339975701764,59316.327,87.990,"1"
"26","026",Etchojoa,3234676.982844403013587,0.340979407076396,94864.291,323.468,"1"
"26","012",BÃ¡cum,1689650.133914703270420,0.106718594601670,158327.622,168.965,"1"
"26","033",Huatabampo,15300228.225252235308290,0.802945359380998,190551.300,1530.023,"1"
"26","018",Cajeme,3870087.935796499252319,0.079365023049675,487631.426,387.009,"1"
"26","055",San Luis RÃ­o Colorado,0.000000000000000,0.000000000000000,887679.777,0.000,"1"
"26","029",Guaymas,31516882.615165960043669,0.396400346590957,795077.070,3151.688,"1"
"26","030",Hermosillo,9607859.443537045270205,0.056666285600403,1695516.010,960.786,"1"
"26","048",Puerto PeÃ±asco,0.000000000000000,0.000000000000000,619367.799,0.000,"1"
"26","017",Caborca,0.000000000000000,0.000000000000000,1067168.939,0.000,"1"
"26","047",Pitiquito,4432826.699872268363833,0.045140945843823,981996.858,443.283,"1"
"27","002",CÃ¡rdenas,136910703.405587404966354,6.681543021380226,204908.811,13691.070,"1"
"27","003",Centla,124179310.687003120779991,4.610596473289960,269334.589,12417.931,"1"
"27","004",Centro,0.000000000000000,0.000000000000000,171776.780,0.000,"1"
"27","006",CunduacÃ¡n,0.000000000000000,0.000000000000000,59870.643,0.000,"1"
"27","008",Huimanguillo,28263448.219736367464066,0.760239541628883,371770.300,2826.345,"1"
"27","009",Jalapa,0.000000000000000,0.000000000000000,59234.633,0.000,"1"
"27","010",Jalpa de MÃ©ndez,11645397.576690161600709,3.150619840178780,36962.243,1164.540,"1"
"27","011",Jonuta,8207186.217775348573923,0.498988009896684,164476.622,820.719,"1"
"27","012",Macuspana,0.000000000000000,0.000000000000000,242906.663,0.000,"1"
"27","013",Nacajuca,627035.012749878573231,0.117132402706109,53532.157,62.704,"1"
"27","014",ParaÃ­so,121355997.027002677321434,29.741003491324861,40804.271,12135.600,"1"
"28","002",Aldama,12771536.068280765786767,0.334389649909232,381935.747,1277.154,"1"
"28","003",Altamira,3922617.381729878485203,0.236029341567986,166191.938,392.262,"1"
"28","009",Ciudad Madero,289027.716842582565732,0.596748164935595,4843.378,28.903,"1"
"28","022",Matamoros,2525532.337262080982327,0.054508854568868,463325.153,252.553,"1"
"28","035",San Fernando,707148.837490338133648,0.010220751306680,691875.593,70.715,"1"
"28","037",Soto la Marina,4453629.416059034876525,0.066318182957522,671554.801,445.363,"1"
"28","038",Tampico,12597806.549695106223226,11.001296801157894,11451.201,1259.781,"1"
"30","004",Actopan,4044118.695749396458268,0.470542823438129,85945.816,404.412,"1"
"30","011",Alvarado,144792243.664989322423935,17.509566810550137,82693.219,14479.224,"1"
"30","012",AmatitlÃ¡n,0.000000000000000,0.000000000000000,13506.560,0.000,"1"
"30","015",Angel R. Cabada,0.000000000000000,0.000000000000000,43054.833,0.000,"1"
