CVEGEO,UE_ALOJAB_TOT,UE_ALOJAB_EMPEST,UE_AGROP_TOT,UE_AGROP_EMPEST
140400071,0,0,1,2
140400074,0,0,1,31
140410088,0,0,1,2
140430094,0,0,1,11
140430243,0,0,1,11
140430277,0,0,1,31
140450122,0,0,1,6
140470003,0,0,1,11
140470029,0,0,1,2
140470030,0,0,1,2
140470058,0,0,1,2
140480007,0,0,1,11
140480079,0,0,1,2
140480139,0,0,1,11
140480145,0,0,1,2
140490479,0,0,1,101
140500008,0,0,1,6
140500014,0,0,1,11
140530324,0,0,1,2
140530344,0,0,1,2
140540007,0,0,1,31
140540011,0,0,1,2
140570016,0,0,1,2
140580021,0,0,1,11
140590009,0,0,1,2
140640053,0,0,1,2
140640114,0,0,1,11
140650037,0,0,1,2
140660002,0,0,2,42
140660010,0,0,1,6
140660027,0,0,1,11
140660037,0,0,2,62
140790015,0,0,1,2
140810017,0,0,1,6
140830015,0,0,1,2
140830043,0,0,1,6
140830244,0,0,1,2
140850010,0,0,1,2
140850020,0,0,1,2
140850038,0,0,1,31
140850170,0,0,1,6
140850174,0,0,1,2
140860006,0,0,1,2
140860121,0,0,1,11
140880032,0,0,1,11
140900009,0,0,1,11
140910009,0,0,1,2
140910021,0,0,1,2
140910116,0,0,1,6
140920023,0,0,1,6
140920045,0,0,1,2
140930268,0,0,1,11
140940140,0,0,1,11
140940152,0,0,1,51
140940224,0,0,1,31
140950005,0,0,1,51
140960009,0,0,4,124
140960018,0,0,1,6
140960039,0,0,1,31
140970004,0,0,1,31
140970014,0,0,1,31
140970039,0,0,1,2
140970089,0,0,1,2
140970105,0,0,1,2
140970194,0,0,1,2
140970501,0,0,1,6
140970606,0,0,1,6
140970792,0,0,1,2
140970813,0,0,1,2
140970857,0,0,1,2
140970879,0,0,1,2
140990018,0,0,3,10
141000159,0,0,1,6
141000261,0,0,1,51
141000362,0,0,2,8
141000372,0,0,1,31
141000385,0,0,3,10
141000465,0,0,1,51
141000484,0,0,1,11
141050015,0,0,1,6
141050064,0,0,1,2
141050065,0,0,2,17
141070004,0,0,1,51
141070006,0,0,1,11
141070009,0,0,1,31
141070047,0,0,1,51
141100003,0,0,1,6
141100050,0,0,1,11
141100086,0,0,1,31
141110066,0,0,1,31
141120073,0,0,1,11
141130102,0,0,1,2
141160006,0,0,1,6
141160102,0,0,1,2
141180071,0,0,1,2
141200286,0,0,1,2
141210010,0,0,1,2
141230048,0,0,1,2
141230052,0,0,1,2
141240086,0,0,1,2
141240137,0,0,1,11
141240217,0,0,1,31
150010023,0,0,2,4
150010036,0,0,1,2
150010043,0,0,2,8
150010045,0,0,1,2
150010046,0,0,1,2
150010072,0,0,2,8
150030004,0,0,6,12
150050019,0,0,1,2
150050146,0,0,1,2
150050156,0,0,2,4
150070004,0,0,1,2
150070006,0,0,4,12
150070008,0,0,2,4
150070010,0,0,2,8
150070011,0,0,4,8
150070012,0,0,4,12
150070014,0,0,12,28
150070015,0,0,1,2
150070016,0,0,1,2
150070017,0,0,1,2
150070021,0,0,1,2
150070024,0,0,3,6
150070031,0,0,3,6
150080041,0,0,1,2
150080192,0,0,1,2
150080219,0,0,1,2
150180030,0,0,1,6
150210015,0,0,1,2
150320012,0,0,7,14
150320015,0,0,1,2
150320016,0,0,2,4
150320028,0,0,6,12
150370043,0,0,1,6
150380007,0,0,4,12
150380011,0,0,2,4
150380013,0,0,4,8
150450004,0,0,3,6
150450153,0,0,1,2
150460004,0,0,2,8
150460016,0,0,1,11
150460017,0,0,1,2
150470019,0,0,2,12
150470097,0,0,1,2
150480010,0,0,1,6
150480072,0,0,1,11
150480089,0,0,1,2
150520021,0,0,1,2
150560005,0,0,1,2
150570245,0,0,1,11
150600031,0,0,2,8
150600072,0,0,1,6
150600076,0,0,2,8
150600084,0,0,1,2
150620048,0,0,2,4
150620050,0,0,12,24
150630003,0,0,1,2
150630013,0,0,2,4
150630021,0,0,1,2
150630044,0,0,1,2
150630050,0,0,5,10
150740031,0,0,1,11
150740037,0,0,6,21
150740281,0,0,1,2
150780041,0,0,1,2
150820015,0,0,1,2
150820171,0,0,1,2
150850008,0,0,1,2
150850071,0,0,1,2
150860008,0,0,2,4
150860013,0,0,1,2
150860015,0,0,2,4
150860028,0,0,1,2
150860029,0,0,3,6
150860031,0,0,1,2
150860032,0,0,2,4
150860034,0,0,2,4
150870046,0,0,2,4
150870048,0,0,3,15
150870055,0,0,1,2
150880006,0,0,1,2
150900025,0,0,2,4
150900061,0,0,2,4
150970014,0,0,1,6
151010043,0,0,1,2
151020014,0,0,2,4
151020025,0,0,1,2
151050036,0,0,1,2
151050280,0,0,4,8
151100031,0,0,1,2
151100034,0,0,1,2
151100042,0,0,1,2
151100046,0,0,3,10
151100055,0,0,2,4
151100083,0,0,7,14
151100087,0,0,12,24
151100117,0,0,1,2
151110009,0,0,1,2
151110034,0,0,1,2
151110038,0,0,1,2
151120005,0,0,2,8
151120006,0,0,6,20
151120008,0,0,1,11
151120009,0,0,1,2
151120023,0,0,7,43
151130006,0,0,1,11
151140007,0,0,1,2
151140062,0,0,2,4
151140143,0,0,2,4
151150005,0,0,1,6
151180096,0,0,1,6
151230202,0,0,1,2
151240015,0,0,1,2
160010007,0,0,1,2
160010013,0,0,2,4
160010015,0,0,1,2
160020568,0,0,1,2
160020617,0,0,1,2
160030005,0,0,1,11
160030008,0,0,1,11
160030010,0,0,3,44
160030011,0,0,1,11
160030013,0,0,1,31
160030036,0,0,1,51
160030101,0,0,1,2
160030106,0,0,2,17
160040024,0,0,1,11
160040043,0,0,1,51
160050008,0,0,1,2
160050009,0,0,1,2
160050021,0,0,1,2
160070008,0,0,1,2
160080041,0,0,1,11
160080071,0,0,2,4
160080110,0,0,1,31
160080148,0,0,2,22
160080169,0,0,1,2
160080180,0,0,1,11
160080339,0,0,1,11
160080448,0,0,1,31
160080512,0,0,1,11
160080814,0,0,1,11
160080994,0,0,1,31
160090064,0,0,1,2
160100082,0,0,1,31
160100167,0,0,2,62
160100236,0,0,1,2
160100321,0,0,1,6
160100331,0,0,1,11
160100406,0,0,1,51
160110003,0,0,1,11
160110013,0,0,2,4
160120027,0,0,1,6
160120125,0,0,2,8
160140013,0,0,11,78
160140066,0,0,1,2
160140073,0,0,1,2
160140173,0,0,1,2
160160021,0,0,1,2
160170025,0,0,1,51
160190035,0,0,1,6
160220067,0,0,1,2
160250009,0,0,1,2
160250010,0,0,1,2
160260323,0,0,1,2
160290013,0,0,1,2
160290040,0,0,2,82
160290089,0,0,7,92
160290153,0,0,6,12
160290205,0,0,25,50
160300029,0,0,1,2
160310005,0,0,1,6
160310007,0,0,1,31
160320002,0,0,1,2
160320004,0,0,3,6
160320006,0,0,3,10
160320009,0,0,1,31
160320011,0,0,1,6
160320017,0,0,1,11
160330003,0,0,1,51
160330048,0,0,1,2
160340021,0,0,1,2
160340023,0,0,3,6
160340029,0,0,1,2
160340058,0,0,2,4
160340085,0,0,1,2
160340096,0,0,4,8
160340098,0,0,2,4
160340099,0,0,2,4
160340100,0,0,1,2
160340113,0,0,1,6
160340146,0,0,1,2
160340147,0,0,2,4
160340202,0,0,6,16
160340236,0,0,2,4
160340244,0,0,2,4
160340248,0,0,2,4
160340250,0,0,1,2
160340260,0,0,1,2
160340287,0,0,1,6
160340375,0,0,1,2
160340447,0,0,1,2
160340457,0,0,4,12
160340468,0,0,1,2
160340548,0,0,1,6
160350012,0,0,3,6
160350022,0,0,1,6
160350039,0,0,4,8
160350046,0,0,1,11
160350047,0,0,1,2
160350060,0,0,4,17
160350065,0,0,1,11
160350086,0,0,1,11
160350087,0,0,1,31
160350089,0,0,1,2
160350096,0,0,1,31
160350098,0,0,13,26
160350115,0,0,2,17
160350138,0,0,1,6
160350150,0,0,1,51
160350177,0,0,1,2
160350223,0,0,1,31
160350230,0,0,11,71
160350282,0,0,2,82
160350284,0,0,6,30
160350288,0,0,5,10
160350327,0,0,3,55
160360002,0,0,1,11
160360012,0,0,1,2
160360014,0,0,1,6
160380119,0,0,1,31
160380145,0,0,1,2
160380269,0,0,1,31
160380305,0,0,1,2
160380599,0,0,1,11
160470026,0,0,1,2
160470041,0,0,1,2
160480007,0,0,1,2
160490014,0,0,2,8
160490044,0,0,1,2
160490054,0,0,1,6
160490085,0,0,1,2
160500059,0,0,1,2
160520002,0,0,2,4
160520065,0,0,1,11
160520067,0,0,5,10
160520082,0,0,1,11
160520182,0,0,1,31
160520231,0,0,2,22
160520240,0,0,3,33
160520257,0,0,1,11
160520284,0,0,1,11
160520444,0,0,3,14
160520518,0,0,1,2
160520545,0,0,1,2
160530030,0,0,1,2
160530033,0,0,3,6
160530039,0,0,1,2
160530057,0,0,1,2
160530080,0,0,3,6
160530081,0,0,1,2
160530083,0,0,1,2
160530085,0,0,1,2
160530096,0,0,2,8
160530166,0,0,2,4
160530222,0,0,2,4
160550004,0,0,1,2
160550012,0,0,1,2
160550015,0,0,1,2
160550019,0,0,1,31
160550023,0,0,1,2
160550065,0,0,1,2
160580005,0,0,1,2
160580007,0,0,1,2
160590012,0,0,1,2
160590015,0,0,1,2
160590027,0,0,1,2
160590029,0,0,2,4
160590043,0,0,1,2
160590053,0,0,1,2
160610014,0,0,1,2
160610017,0,0,3,6
160610042,0,0,1,2
160640132,0,0,1,2
160660043,0,0,20,44
160660044,0,0,3,28
160670036,0,0,1,11
160680094,0,0,1,51
160720005,0,0,1,11
160730009,0,0,2,13
160730026,0,0,1,2
160740004,0,0,1,31
160740005,0,0,3,84
160740008,0,0,1,11
160740009,0,0,1,31
160740010,0,0,1,31
160750024,0,0,1,2
160780007,0,0,2,8
160780017,0,0,1,6
160780018,0,0,1,2
160790058,0,0,1,6
160790059,0,0,2,4
160810007,0,0,1,2
160810015,0,0,1,2
160820017,0,0,2,4
160820028,0,0,1,2
160820061,0,0,1,2
160820067,0,0,1,6
160820112,0,0,1,2
160820169,0,0,4,8
160820200,0,0,2,4
160820205,0,0,1,2
160820249,0,0,1,6
160820276,0,0,1,2
160820293,0,0,1,2
160820301,0,0,1,2
160820304,0,0,1,2
160830017,0,0,1,2
160830019,0,0,1,2
160840021,0,0,1,2
160860019,0,0,1,2
160860023,0,0,1,6
160870003,0,0,1,2
160870011,0,0,2,4
160870015,0,0,1,2
160870034,0,0,1,2
160870036,0,0,1,2
160880061,0,0,1,2
160880091,0,0,1,2
160880097,0,0,1,2
160880148,0,0,1,11
160900004,0,0,1,2
160900005,0,0,2,4
160930008,0,0,1,2
160970747,0,0,1,2
160970762,0,0,2,4
160980016,0,0,1,2
160980028,0,0,1,2
160980036,0,0,1,2
160980058,0,0,1,2
160990167,0,0,1,2
161000004,0,0,1,6
161000010,0,0,1,2
161000016,0,0,1,31
161000021,0,0,1,6
161000022,0,0,1,6
161000025,0,0,1,6
161010048,0,0,1,2
161010094,0,0,1,2
161010304,0,0,1,2
161010666,0,0,1,2
161010667,0,0,1,2
161010735,0,0,1,2
161020074,0,0,1,101
161020481,0,0,1,2
161040060,0,0,1,2
161050002,0,0,1,51
161060002,0,0,1,6
161060005,0,0,2,13
161060011,0,0,1,2
161070019,0,0,1,2
161070024,0,0,1,2
161100009,0,0,1,11
161100011,0,0,3,48
161100014,0,0,2,82
161100038,0,0,1,11
161100066,0,0,4,8
161100075,0,0,2,13
161110011,0,0,2,4
161110027,0,0,1,2
161120019,0,0,3,10
161120021,0,0,1,31
161120028,0,0,1,2
161120031,0,0,1,2
161120037,0,0,10,20
161120048,0,0,8,20
161120052,0,0,1,2
161120055,0,0,1,2
161120083,0,0,1,2
161120094,0,0,1,2
161120095,0,0,2,4
161120120,0,0,2,4
161120158,0,0,1,2
161120162,0,0,1,2
161120215,0,0,1,2
161130003,0,0,1,11
170030007,0,0,1,2
170030065,0,0,1,31
170040017,0,0,4,46
170040023,0,0,3,6
170040024,0,0,8,20
170040025,0,0,2,4
170040028,0,0,11,22
170040031,0,0,3,10
170040056,0,0,17,38
170040057,0,0,2,13
170040061,0,0,1,2
170040088,0,0,5,10
170040090,0,0,1,11
170040106,0,0,4,12
170040110,0,0,1,6
170040125,0,0,2,4
170040139,0,0,1,2
170040141,0,0,1,2
170040147,0,0,1,2
170040164,0,0,1,2
170040168,0,0,1,2
170040173,0,0,1,2
170040174,0,0,1,6
170040175,0,0,1,2
170040181,0,0,1,2
170040185,0,0,1,2
170040188,0,0,5,10
170050005,0,0,1,2
170050027,0,0,1,2
170060014,0,0,3,39
170080052,0,0,2,8
170080057,0,0,1,2
170080071,0,0,1,2
170100005,0,0,2,4
170100006,0,0,1,2
170100041,0,0,6,12
170110051,0,0,3,10
170120005,0,0,3,6
170120032,0,0,1,2
170120053,0,0,1,2
170120063,0,0,1,2
170120079,0,0,1,2
170120080,0,0,1,2
170120084,0,0,1,2
170120106,0,0,2,4
170130024,0,0,1,2
170130031,0,0,1,31
170170033,0,0,1,2
170180046,0,0,2,62
170190004,0,0,1,2
170190011,0,0,2,4
170190028,0,0,1,6
170190033,0,0,2,4
170190034,0,0,1,2
170190035,0,0,1,6
170190043,0,0,1,2
170210003,0,0,2,4
170210004,0,0,2,4
170220041,0,0,1,11
170240006,0,0,9,22
170240015,0,0,3,10
170240016,0,0,8,24
170240021,0,0,2,4
170240022,0,0,1,2
170240049,0,0,1,2
170240057,0,0,2,12
170240061,0,0,4,16
170240068,0,0,1,2
170240075,0,0,1,2
170240079,0,0,1,2
170240092,0,0,4,8
170240099,0,0,5,14
170240104,0,0,1,11
170240141,0,0,3,10
170250016,0,0,1,2
170250018,0,0,1,2
170250020,0,0,3,6
170250030,0,0,3,6
170250050,0,0,1,2
170250086,0,0,1,6
170280033,0,0,3,6
170280037,0,0,2,4
170280070,0,0,2,4
170280118,0,0,1,2
170310029,0,0,4,12
170310030,0,0,1,2
170310035,0,0,2,4
170340003,0,0,1,31
170350024,0,0,1,6
180010004,0,0,2,4
180010016,0,0,4,8
180010094,0,0,1,11
180010098,0,0,1,2
180010105,0,0,31,241
180010115,0,0,11,26
180040089,0,0,1,2
180060026,0,0,1,31
180080028,0,0,1,11
180090039,0,0,2,33
180090073,0,0,1,2
180090529,0,0,4,8
180090589,0,0,55,159
180090601,0,0,1,2
180090653,0,0,8,45
180090717,0,0,3,15
180100008,0,0,3,73
180100014,0,0,2,103
180100015,0,0,2,8
180100021,0,0,1,11
180100022,0,0,23,302
180100023,0,0,1,251
180100025,0,0,44,829
180100039,0,0,3,23
180100041,0,0,1,51
180100047,0,0,3,6
180100063,0,0,9,249
180100146,0,0,1,6
180100148,0,0,1,11
180100149,0,0,2,13
180100163,0,0,3,23
180100196,0,0,3,68
180110026,0,0,2,4
180110030,0,0,2,4
180120004,0,0,3,6
180120006,0,0,24,48
180120009,0,0,1,2
180120013,0,0,1,2
180120014,0,0,22,69
180120027,0,0,12,24
180120030,0,0,2,4
180120181,0,0,3,24
180120195,0,0,2,13
180120244,0,0,1,101
180120245,0,0,2,22
180120246,0,0,1,11
180130015,0,0,2,4
180140010,0,0,2,22
180140021,0,0,1,31
180140040,0,0,1,31
180140042,0,0,1,31
180140049,0,0,1,51
180140053,0,0,1,11
180140083,0,0,1,6
180140116,0,0,1,11
180140118,0,0,5,288
180140181,0,0,2,13
180150004,0,0,3,6
180150006,0,0,7,14
180150025,0,0,125,362
180150031,0,0,28,105
180150035,0,0,4,8
180150037,0,0,2,103
180150057,0,0,2,202
180150059,0,0,31,62
180150062,0,0,9,18
180150065,0,0,8,63
180150066,0,0,7,212
180150068,0,0,1,31
180150093,0,0,1,2
180150125,0,0,1,2
180150304,0,0,1,6
180150399,0,0,1,51
180160004,0,0,7,113
180160005,0,0,25,54
180160006,0,0,2,4
180160016,0,0,1,2
180160024,0,0,28,56
180160026,0,0,3,6
180160028,0,0,1,2
180160029,0,0,17,200
180160032,0,0,3,105
180160039,0,0,1,2
180160043,0,0,1,101
180160044,0,0,36,72
180160046,0,0,2,132
180160054,0,0,7,14
180160091,0,0,4,8
180160205,0,0,16,50
180160300,0,0,43,86
180170107,0,0,1,2
180170114,0,0,1,51
180170127,0,0,2,33
180170128,0,0,3,6
180170141,0,0,8,45
180170179,0,0,1,31
180180018,0,0,28,221
180190479,0,0,1,11
180190623,0,0,1,31
180190638,0,0,1,31
180190639,0,0,1,11
190050045,0,0,3,6
190080039,0,0,1,2
190090041,0,0,1,2
190090152,0,0,1,2
190090411,0,0,1,2
190160300,0,0,1,2
190310115,0,0,1,2
190330776,0,0,1,2
190380208,0,0,1,2
190410063,0,0,1,2
190490037,0,0,1,2
190490186,0,0,1,2
200020012,0,0,165,330
200020013,0,0,46,92
200020069,0,0,5,18
200020174,0,0,16,32
200020227,0,0,13,26
200100003,0,0,1,2
200120088,0,0,1,2
200170009,0,0,1,2
200290006,0,0,1,6
200290008,0,0,2,8
200290028,0,0,1,2
200310021,0,0,1,2
200430025,0,0,15,128
200430147,0,0,1,2
200440028,0,0,5,10
200570004,0,0,1,2
200580147,0,0,1,2
200590101,0,0,1,2
200670063,0,0,1,6
200710028,0,0,1,2
200710078,0,0,1,2
200790003,0,0,3,68
200790007,0,0,10,42
200790014,0,0,3,15
200790015,0,0,16,45
200850006,0,0,1,2
200870002,0,0,1,6
201020005,0,0,1,6
201160006,0,0,1,2
201240018,0,0,1,2
201300002,0,0,4,104
201300006,0,0,1,31
201360006,0,0,6,12
201410003,0,0,1,2
201410024,0,0,1,2
201410065,0,0,1,2
201410085,0,0,1,2
201410099,0,0,7,14
201410100,0,0,1,2
201410106,0,0,2,4
201430004,0,0,1,2
201430006,0,0,2,53
201430008,0,0,11,51
201430037,0,0,7,63
201430038,0,0,33,66
201430042,0,0,1,51
201430057,0,0,1,101
201430063,0,0,1,11
201530074,0,0,3,10
201690002,0,0,33,66
201690003,0,0,13,26
201690005,0,0,24,48
201690010,0,0,4,8
201690011,0,0,1,2
201840084,0,0,1,2
201840107,0,0,2,8
201980023,0,0,1,2
201980027,0,0,1,2
201980057,0,0,1,2
202070002,0,0,2,8
202070033,0,0,1,6
202070076,0,0,1,2
202080009,0,0,1,11
202320005,0,0,4,8
202320006,0,0,3,6
202320008,0,0,16,32
202320011,0,0,8,16
202320014,0,0,7,14
202320019,0,0,1,2
202320036,0,0,4,8
202320038,0,0,15,30
202320043,0,0,2,4
202320050,0,0,24,48
202320051,0,0,6,12
202320061,0,0,10,20
202320065,0,0,2,4
202320066,0,0,1,2
202320068,0,0,5,10
202320069,0,0,10,20
202320082,0,0,5,10
202320083,0,0,13,26
202320084,0,0,10,20
202320085,0,0,5,10
202320086,0,0,2,4
202320089,0,0,11,22
202320091,0,0,5,10
202320093,0,0,6,12
202320095,0,0,4,8
202320096,0,0,12,24
202320097,0,0,11,22
202320098,0,0,25,50
202320100,0,0,7,14
202320103,0,0,3,6
202320110,0,0,17,34
202320112,0,0,1,2
202320116,0,0,2,4
202320117,0,0,11,30
202320123,0,0,5,10
202480002,0,0,5,10
202480003,0,0,9,18
202480004,0,0,11,22
202480006,0,0,2,4
202480007,0,0,1,2
202480008,0,0,5,10
202480009,0,0,24,48
202480012,0,0,2,4
202480013,0,0,1,11
202480014,0,0,2,4
202480015,0,0,4,8
202540005,0,0,1,6
202540055,0,0,1,11
202590003,0,0,1,2
202780002,0,0,24,48
202780004,0,0,69,138
202780013,0,0,19,38
202780017,0,0,13,26
202780018,0,0,63,126
202780029,0,0,1,2
202780031,0,0,77,166
202780032,0,0,34,68
202780033,0,0,1,2
202780038,0,0,20,40
202780046,0,0,14,28
202780051,0,0,49,98
202780060,0,0,5,10
202780063,0,0,7,14
202780064,0,0,2,4
202780068,0,0,18,36
203070005,0,0,9,31
203070018,0,0,1,2
203070019,0,0,1,6
203070028,0,0,1,2
203070044,0,0,6,20
203090002,0,0,27,54
203090003,0,0,19,38
203090004,0,0,21,42
203090006,0,0,6,12
203090008,0,0,2,4
203090012,0,0,15,30
203090013,0,0,25,50
203090015,0,0,3,6
203090016,0,0,12,24
203090020,0,0,4,8
203090023,0,0,3,10
203090027,0,0,30,60
203090028,0,0,2,4
203240153,0,0,3,6
203270003,0,0,1,101
203270006,0,0,4,104
203270009,0,0,1,51
203270010,0,0,2,53
203270023,0,0,4,37
203270050,0,0,8,65
203270051,0,0,48,125
203340013,0,0,3,15
203340021,0,0,1,2
203340022,0,0,1,2
203340023,0,0,2,4
203340052,0,0,3,15
203340071,0,0,1,11
203340198,0,0,1,2
203340208,0,0,14,37
203340249,0,0,1,6
203540001,0,0,1,6
203650006,0,0,1,2
203650013,0,0,1,2
204010021,0,0,1,2
204060060,0,0,11,22
204060064,0,0,23,46
204060069,0,0,21,42
204060074,0,0,22,44
204140008,0,0,2,4
204180002,0,0,4,8
204180003,0,0,7,14
204180004,0,0,13,26
204180005,0,0,21,42
204180022,0,0,7,14
204180025,0,0,4,8
204180034,0,0,5,10
204340034,0,0,1,2
204370011,0,0,1,2
204390092,0,0,1,2
204390150,0,0,1,2
204410015,0,0,27,54
204419001,0,0,3,6
204550002,0,0,1,2
204600006,0,0,1,2
204600007,0,0,14,28
204660012,0,0,1,2
204670017,0,0,1,2
204670023,0,0,3,35
204670025,0,0,1,11
204680013,0,0,1,2
204720017,0,0,1,2
204820009,0,0,3,6
204820022,0,0,13,35
204820023,0,0,1,11
204820025,0,0,1,31
204820027,0,0,2,33
204820185,0,0,1,31
205040002,0,0,1,6
205040005,0,0,1,6
205090027,0,0,2,4
205150005,0,0,51,102
205150019,0,0,37,74
205150021,0,0,1,6
205150025,0,0,33,70
205150090,0,0,7,14
205150091,0,0,30,94
205150100,0,0,56,116
205150131,0,0,6,12
205150133,0,0,1,2
205260020,0,0,1,6
205330004,0,0,1,2
205590003,0,0,2,4
205590026,0,0,1,2
205590030,0,0,1,2
205590032,0,0,1,2
205590037,0,0,1,2
210030093,0,0,2,4
210100002,0,0,1,11
210250003,0,0,4,8
210250032,0,0,3,6
210340018,0,0,1,6
210350008,0,0,1,2
210350013,0,0,2,4
210350027,0,0,1,2
210470069,0,0,1,2
210510015,0,0,1,2
210510029,0,0,1,2
210530015,0,0,1,6
210580004,0,0,7,14
210580017,0,0,1,2
210580038,0,0,3,6
210620019,0,0,4,37
210640005,0,0,2,4
210670009,0,0,7,14
210670012,0,0,1,6
210710029,0,0,28,72
210710040,0,0,2,4
210710043,0,0,7,18
210710072,0,0,1,2
210710092,0,0,1,31
210760009,0,0,1,2
210760028,0,0,1,2
210760051,0,0,1,2
210760056,0,0,2,4
210870004,0,0,2,4
210870005,0,0,2,4
210870009,0,0,1,2
210880003,0,0,7,23
210990007,0,0,2,4
210990012,0,0,1,2
210990017,0,0,1,2
211140136,0,0,2,4
211140224,0,0,3,6
211140305,0,0,1,2
211140338,0,0,1,2
211160002,0,0,1,2
211160019,0,0,3,6
211160032,0,0,1,2
211430048,0,0,1,6
211450008,0,0,1,2
211450010,0,0,2,4
211450036,0,0,1,2
211450050,0,0,2,4
211560174,0,0,1,251
211560226,0,0,1,2
211570003,0,0,1,2
211570004,0,0,2,4
211570008,0,0,2,4
211570016,0,0,1,2
211570055,0,0,1,6
211580004,0,0,14,28
211580007,0,0,16,32
211680003,0,0,2,53
211720026,0,0,1,11
211750016,0,0,1,2
211760003,0,0,1,6
211770067,0,0,1,2
211800008,0,0,2,4
211800064,0,0,1,2
211800065,0,0,1,2
211800076,0,0,2,4
211800098,0,0,1,2
211800113,0,0,1,6
211830033,0,0,1,11
211850031,0,0,1,11
211860039,0,0,1,2
211860104,0,0,1,6
211880034,0,0,1,6
212000003,0,0,2,4
212000005,0,0,1,2
212070010,0,0,1,2
212070020,0,0,3,6
212070043,0,0,1,2
212080007,0,0,1,2
212080014,0,0,2,12
212080061,0,0,1,2
212080067,0,0,1,2
212080074,0,0,1,2
212080078,0,0,3,10
212080084,0,0,1,6
212080131,0,0,1,6
212090012,0,0,1,2
212090074,0,0,1,2
212110009,0,0,1,2
212140010,0,0,2,4
220010070,0,0,1,11
220020080,0,0,1,6
220030006,0,0,3,14
220030157,0,0,1,2
220040155,0,0,1,31
220040159,0,0,2,62
220040213,0,0,1,11
220040238,0,0,1,31
220050010,0,0,1,11
220050041,0,0,1,11
220050193,0,0,1,2
220080033,0,0,1,2
220090071,0,0,2,4
220090212,0,0,1,2
220110013,0,0,1,2
220110078,0,0,1,11
220110521,0,0,1,51
220130002,0,0,1,6
220130050,0,0,8,16
220140082,0,0,1,11
220150090,0,0,1,11
220160403,0,0,1,11
230020036,0,0,1,2
230020108,0,0,3,6
230020456,0,0,1,2
230020729,0,0,1,6
230021123,0,0,1,2
230040007,0,0,2,4
230040008,0,0,3,6
230040014,0,0,5,10
230040020,0,0,4,8
230040032,0,0,2,4
230040037,0,0,2,4
230040039,0,0,2,4
230040050,0,0,1,2
230040067,0,0,3,6
230040073,0,0,3,6
230040075,0,0,1,2
230040077,0,0,1,2
230040106,0,0,2,4
230040110,0,0,2,4
230040264,0,0,2,4
230040288,0,0,1,2
230040363,0,0,3,6
230040533,0,0,1,2
230040656,0,0,1,2
230041175,0,0,1,2
230042243,0,0,1,2
230042783,0,0,1,2
230042938,0,0,1,2
230051618,0,0,1,6
230070008,0,0,7,242
230070023,0,0,1,2
230100012,0,0,1,2
230100022,0,0,2,4
230100258,0,0,2,4
240030016,0,0,2,4
240030044,0,0,1,2
240030117,0,0,4,8
240030288,0,0,1,6
240030333,0,0,1,2
240110004,0,0,1,2
240120004,0,0,2,4
240130244,0,0,2,12
240130304,0,0,4,16
240140031,0,0,1,2
240160016,0,0,3,33
240160022,0,0,1,31
240160023,0,0,1,2
240160068,0,0,1,2
240160084,0,0,2,4
240160182,0,0,1,2
240160221,0,0,1,2
240230010,0,0,1,2
240240227,0,0,1,2
240280521,0,0,1,2
240320299,0,0,1,2
240340008,0,0,6,12
240340013,0,0,2,4
240340034,0,0,2,4
240340180,0,0,1,2
240360023,0,0,1,2
240360024,0,0,1,2
240370042,0,0,1,2
240370053,0,0,1,2
240370183,0,0,1,2
240370211,0,0,4,8
240380050,0,0,7,14
240390060,0,0,2,4
240390098,0,0,1,101
240400121,0,0,1,2
240410002,0,0,1,2
240410021,0,0,1,2
240420004,0,0,3,6
240420010,0,0,1,2
240420018,0,0,2,4
240430190,0,0,1,11
240530050,0,0,1,2
240580023,0,0,1,2
240580028,0,0,1,2
250010067,0,0,31,331
250010081,0,0,4,184
250010128,0,0,1,11
250010148,0,0,9,99
250010149,0,0,1,2
250010166,0,0,27,334
250010169,0,0,14,137
250010228,0,0,1,11
250010370,0,0,1,2
250010398,0,0,1,11
250010407,0,0,1,11
250010430,0,0,3,44
250010448,0,0,5,85
250010497,0,0,5,41
250010626,0,0,1,2
250010844,0,0,1,6
250010905,0,0,1,51
250010995,0,0,1,11
250011001,0,0,3,113
250011029,0,0,2,102
250011033,0,0,1,2
250011045,0,0,2,8
250011104,0,0,1,31
250011105,0,0,2,57
250011254,0,0,1,31
250011361,0,0,1,11
250011377,0,0,1,11
250020012,0,0,4,16
250020033,0,0,1,11
250020035,0,0,50,388
250020079,0,0,4,20
250020084,0,0,12,339
250020117,0,0,1,6
250020151,0,0,1,2
250020156,0,0,1,6
250020221,0,0,1,2
250020280,0,0,1,6
250020282,0,0,1,11
250020299,0,0,1,11
250020336,0,0,1,2
250030312,0,0,5,170
250032094,0,0,1,11
250032115,0,0,1,11
250040032,0,0,2,17
250040076,0,0,1,31
250050064,0,0,6,226
250060133,0,0,80,372
250060195,0,0,2,4
250060304,0,0,1,2
250060305,0,0,17,96
250060311,0,0,81,241
250060318,0,0,1,2
250060325,0,0,1,31
250060391,0,0,8,28
250060420,0,0,9,18
250060544,0,0,11,22
250060569,0,0,1,2
250060595,0,0,1,51
250060627,0,0,10,73
250060654,0,0,1,2
250061003,0,0,29,66
250061044,0,0,32,97
250061159,0,0,1,2
250061179,0,0,3,6
