CVEGEO,UE_ALOJAB_TOT,UE_ALOJAB_EMPEST,UE_AGROP_TOT,UE_AGROP_EMPEST
150610004,20,40,0,0
150620001,198,412,1,2
150620004,1,6,0,0
150620005,1,6,0,0
150620007,1,51,0,0
150620011,2,42,0,0
150620014,36,72,0,0
150620018,369,969,3,10
150620020,28,64,0,0
150620022,14,28,4,8
150620023,45,90,0,0
150620036,1,101,0,0
150620053,1,11,0,0
150630001,74,164,0,0
150630010,29,58,2,8
150630016,1,2,0,0
150630025,116,257,0,0
150640001,109,258,0,0
150640025,1,2,0,0
150650001,103,230,0,0
150650007,8,16,0,0
150650011,14,28,0,0
150650019,25,58,0,0
150660001,14,28,0,0
150670001,76,168,0,0
150670005,45,98,0,0
150670011,1,2,0,0
150670012,8,16,0,0
150670013,22,44,0,0
150670014,20,44,0,0
150670015,20,40,0,0
150680001,166,344,0,0
150680007,11,22,0,0
150690001,42,92,0,0
150700001,744,1827,0,0
150700005,185,420,0,0
150700008,39,78,0,0
150700009,25,54,1,6
150700013,125,258,0,0
150700017,46,154,0,0
150700019,68,165,0,0
150700036,26,56,0,0
150700037,9,18,0,0
150700038,85,170,0,0
150700039,48,100,0,0
150700040,167,355,0,0
150700041,33,66,0,0
150700042,6,12,0,0
150700043,7,14,0,0
150710001,57,122,0,0
150720001,73,154,4,17
150730001,81,166,1,2
150730002,32,72,0,0
150730018,4,8,0,0
150740001,141,322,0,0
150740008,3,6,2,4
150740027,11,31,0,0
150740029,8,20,0,0
150740074,10,20,0,0
150740092,3,6,0,0
150740093,6,12,0,0
150740097,8,16,0,0
150740098,9,18,0,0
150740104,13,42,0,0
150740251,1,6,0,0
150750001,138,381,0,0
150760001,641,1519,0,0
150760012,27,54,0,0
150770001,11,22,0,0
150780001,18,36,0,0
150790001,53,140,0,0
150800001,57,114,0,0
150810001,238,619,0,0
150810004,132,360,1,51
150810009,27,58,0,0
150810012,140,331,0,0
150810019,1140,2844,0,0
150810025,267,623,0,0
150810050,11,22,0,0
150810066,4,17,0,0
150810094,1,6,0,0
150810098,55,110,0,0
150820001,398,974,1,2
150820022,20,44,0,0
150830001,58,124,0,0
150840001,53,110,0,0
150840004,15,30,0,0
150840011,18,36,0,0
150840013,18,36,0,0
150840014,30,60,0,0
150840017,28,56,0,0
150850001,131,316,0,0
150850014,15,34,0,0
150850024,12,32,0,0
150850038,8,20,0,0
150860001,61,142,0,0
150870001,83,170,0,0
150870010,4,8,1,2
150870017,39,78,0,0
150870021,16,32,0,0
150870027,11,22,0,0
150870029,7,18,0,0
150870030,23,50,0,0
150870079,19,38,0,0
150880001,348,824,0,0
150880017,46,117,0,0
150880021,3,6,0,0
150880024,29,70,0,0
150880027,26,56,0,0
150880034,32,72,0,0
150880035,14,28,1,2
150880072,1,11,0,0
150880073,45,102,0,0
150890001,45,98,0,0
150890004,16,32,0,0
150900001,320,697,0,0
150900006,42,96,0,0
150900027,5,10,0,0
150900028,31,62,0,0
150900035,35,70,0,0
150900036,22,44,0,0
150900037,50,108,0,0
150900038,40,80,0,0
150900039,52,108,0,0
150910001,237,515,0,0
150910010,16,32,0,0
150920001,290,759,0,0
150920002,27,58,0,0
150920013,38,109,0,0
150920018,1,31,0,0
150920019,37,87,0,0
150920020,56,157,0,0
150920033,1,6,0,0
150930001,51,102,0,0
150930003,34,68,0,0
150930014,16,45,0,0
150940001,119,279,1,2
150940002,16,32,0,0
150950001,481,1426,0,0
150950005,24,52,0,0
150950021,62,140,0,0
150950026,50,108,0,0
150950047,1,11,0,0
150950073,23,46,0,0
150950074,16,32,0,0
150950076,1,6,0,0
150960001,167,374,0,0
150960008,35,70,1,11
150970001,70,152,0,0
150980001,54,112,0,0
150990001,671,2073,1,6
150990003,30,101,0,0
150990007,43,106,0,0
150990008,28,60,0,0
150990012,21,50,0,0
150990014,6,21,0,0
150990016,9,36,0,0
150990020,38,84,0,0
150990021,17,34,0,0
150990022,11,22,0,0
150990023,11,22,0,0
150990024,32,68,0,0
150990025,17,34,0,0
150990028,4,8,0,0
150990029,77,158,1,2
150990030,88,229,0,0
150990033,30,93,0,0
150990035,30,60,0,0
150990037,36,340,0,0
150990041,17,34,0,0
150990042,54,198,0,0
150990043,29,62,0,0
150990044,17,38,0,0
150990045,53,149,1,6
150990046,12,32,0,0
150990047,11,22,0,0
150990048,23,50,0,0
150990052,43,98,0,0
150990053,7,18,0,0
150990062,4,12,0,0
150990063,22,44,0,0
150990064,16,32,0,0
150990171,22,44,0,0
150990172,10,20,0,0
150990173,29,70,0,0
150990174,6,12,0,0
151000001,71,142,0,0
151000002,85,178,0,0
151000007,54,108,0,0
151010001,255,603,0,0
151010003,49,110,0,0
151010006,51,122,0,0
151010014,34,76,1,2
151010015,78,173,0,0
151010046,1,31,0,0
151010049,1,11,0,0
151020001,20,53,0,0
151020013,1,11,0,0
151030001,90,197,0,0
151030004,13,26,0,0
151030005,84,188,0,0
151040001,3764,12728,1,11
151040105,42,84,0,0
151050001,8,16,0,0
151050080,30,60,0,0
151060001,2983,9199,1,2
151060043,55,119,0,0
151060044,48,96,0,0
151060046,105,223,0,0
151060050,45,90,0,0
151060051,16,32,0,0
151060055,26,52,0,0
151060062,96,192,0,0
151060063,28,56,0,0
151060064,170,381,0,0
151060065,30,101,0,0
151060066,143,302,0,0
151060068,27,62,0,0
151060070,60,132,0,0
151060072,47,119,0,0
151060073,17,34,0,0
151060075,221,728,0,0
151060077,25,50,0,0
151060079,60,124,0,0
151060080,110,278,0,0
151060082,36,113,0,0
151060083,187,386,0,0
151060084,139,408,0,0
151060086,246,1369,0,0
151060087,107,265,0,0
151060088,121,274,0,0
151060090,150,346,0,0
151060092,47,94,0,0
151060093,39,82,0,0
151060097,86,172,0,0
151060098,22,44,0,0
151060099,20,40,0,0
151060112,25,134,0,0
151060126,1,2,0,0
151060127,6,12,0,0
151060131,3,113,0,0
151060188,12,24,0,0
151060220,2,4,0,0
151060233,87,192,0,0
151060234,16,32,0,0
151060235,127,279,0,0
151060238,1,2,0,0
151070001,152,338,0,0
151080001,373,832,0,0
151080014,256,593,0,0
151080049,6,12,0,0
151080063,7,14,0,0
151090001,249,647,0,0
151090003,896,2058,1,6
151090025,629,1435,0,0
151090068,292,741,0,0
151090069,74,148,0,0
151090072,65,167,0,0
151100001,415,1367,0,0
151100012,79,158,0,0
151100024,3,183,0,0
151110001,72,148,0,0
151110014,5,10,0,0
151110026,4,16,0,0
151120001,138,368,0,0
151120011,15,30,0,0
151130001,152,332,2,4
151130028,38,84,1,2
151130030,1,2,0,0
151130031,25,54,0,0
151140001,88,184,0,0
151140010,4,12,0,0
151140017,11,22,0,0
151140020,1,6,0,0
151150001,231,528,0,0
151150006,37,98,0,0
151160001,35,70,0,0
151170001,40,84,0,0
151180001,280,660,5,32
151180014,4,8,0,0
151180053,59,118,0,0
151180054,56,116,0,0
151180058,75,154,0,0
151180059,15,38,0,0
151180060,176,562,0,0
151180064,38,80,0,0
151180067,35,70,0,0
151180075,18,36,0,0
151180081,1,2,0,0
151180087,21,42,0,0
151180134,16,32,0,0
151190001,51,110,0,0
151200001,452,1130,0,0
151200007,3,113,0,0
151200013,27,63,0,0
151200014,23,46,0,0
151200023,11,22,0,0
151200041,45,99,0,0
151200045,17,38,0,0
151200046,85,194,0,0
151200054,64,166,1,11
151200056,9,18,0,0
151200057,2,4,0,0
151200148,1,2,0,0
151200175,16,32,1,6
151200182,1,2,0,0
151200198,10,20,0,0
151200204,15,30,0,0
151210001,2691,8287,3,15
151210020,19,38,0,0
151210046,29,62,0,0
151210062,29,66,0,0
151220001,2113,4798,1,6
151230001,102,208,1,2
151240001,36,76,0,0
151240094,8,16,0,0
151240107,6,12,0,0
151250001,55,114,0,0
160010001,89,178,0,0
160020001,74,148,1,6
160020009,31,66,0,0
160030001,65,134,1,51
160030002,2,17,0,0
160040001,67,138,2,82
160050001,52,112,0,0
160060001,1199,2911,6,25
160070001,18,36,0,0
160080001,32,68,0,0
160080214,1,11,0,0
160080315,1,2,0,0
160080470,11,56,0,0
160090001,252,536,2,4
160100001,100,220,0,0
160100247,38,80,2,8
160110001,30,60,1,11
160110004,42,101,2,4
160120001,124,281,0,0
160120013,37,82,0,0
160120015,124,276,0,0
160120094,63,147,1,11
160130001,32,72,0,0
160140001,56,145,1,6
160140051,47,110,2,4
160140194,1,2,1,11
160150001,88,234,0,0
160160001,39,86,0,0
160170001,58,120,0,0
160170098,1,51,0,0
160180001,27,63,0,0
160190001,136,284,0,0
160200001,137,295,3,44
160200005,11,22,0,0
160200011,37,86,5,305
160200016,7,14,1,51
160210001,47,94,0,0
160210002,7,14,0,0
160210004,26,52,0,0
160220001,40,101,0,0
160220019,6,12,0,0
160230001,58,120,0,0
160240001,223,450,0,0
160240004,7,14,0,0
160250001,96,196,0,0
160250002,36,72,0,0
160250003,129,262,0,0
160250005,18,36,0,0
160250007,34,72,0,0
160250014,2,4,0,0
160250015,1,2,0,0
160260001,12,24,0,0
160270001,9,18,0,0
160280001,35,70,0,0
160290001,103,214,1,101
160300001,64,140,1,31
160300018,28,60,2,12
160300030,1,2,0,0
160310001,35,70,0,0
160320001,64,136,0,0
160330001,126,285,2,4
160330065,2,8,0,0
160340001,703,1701,2,4
160340003,50,104,1,2
160340007,1,6,0,0
160340041,20,40,0,0
160340065,1,2,1,2
160340122,26,52,0,0
160340130,25,50,0,0
160340133,28,60,0,0
160340251,2,17,0,0
160340252,1,11,1,2
160340536,1,11,0,0
160350001,202,473,0,0
160350113,50,104,1,6
160360001,58,140,0,0
160360009,2,22,0,0
160370001,30,60,0,0
160380001,287,680,0,0
160390001,42,88,1,11
160400001,82,180,1,2
160400018,59,127,0,0
160410001,47,94,0,0
160410009,6,12,0,0
160410031,19,38,0,0
160420001,80,176,1,6
160430001,462,1095,4,66
160430004,22,44,0,0
160440001,43,86,0,0
160440006,5,10,0,0
160450001,297,727,0,0
160450019,11,22,0,0
160450023,3,6,0,0
160460001,46,96,0,0
160470001,48,100,0,0
160470002,1,11,0,0
160470031,1,6,0,0
160470057,1,2,0,0
160480001,23,46,0,0
160490001,91,206,3,14
160500001,347,781,0,0
160500049,3,6,0,0
160500062,8,16,0,0
160500070,21,42,1,2
160500221,2,4,0,0
160510001,130,294,0,0
160520001,955,3145,20,358
160520028,45,98,1,2
160520035,56,132,5,41
160520077,260,623,5,61
160520127,75,179,1,2
160520137,111,247,1,2
160520150,2,4,4,35
160520158,90,255,15,86
160520426,1,2,0,0
160520472,1,11,0,0
160520492,1,2,0,0
160530001,6210,19708,5,27
160530040,27,58,0,0
160530074,27,80,0,0
160530086,120,274,0,0
160530108,15,34,0,0
160530438,6,12,0,0
160540001,25,62,2,4
160550001,419,974,2,8
160550009,2,17,0,0
160550014,44,104,1,11
160560001,76,152,0,0
160560002,16,32,0,0
160560003,32,64,0,0
160560008,13,26,0,0
160560009,8,16,0,0
160570001,39,86,0,0
160580001,304,664,0,0
160590001,27,54,3,6
160600001,61,122,2,4
160610001,98,204,0,0
160610022,1,2,19,38
160620001,97,202,0,0
160620006,21,42,0,0
160620013,13,26,0,0
160630001,40,84,0,0
160640001,46,108,0,0
160640003,97,227,0,0
160650001,317,670,0,0
160650006,23,46,0,0
160650008,6,12,0,0
160660001,641,1739,2,17
160660009,37,74,0,0
160660013,10,20,0,0
160660015,46,195,28,85
160660047,1,2,0,0
160660079,15,30,0,0
160660100,6,12,0,0
160670001,50,100,0,0
160680001,119,259,0,0
160690001,619,1762,1,6
160690170,1,11,0,0
160700001,114,244,1,2
160710001,252,607,0,0
160710018,4,8,0,0
160710061,17,38,0,0
160720001,96,222,2,13
160730001,196,459,0,0
160730002,1,2,0,0
160730004,1,2,0,0
160730008,4,8,0,0
160730011,42,84,1,2
160740001,73,146,1,31
160750001,497,1213,4,66
160750013,46,92,0,0
160760001,739,1817,2,13
160760022,2,17,0,0
160760055,7,14,0,0
160770001,49,102,0,0
160770067,51,110,1,2
160780001,93,190,2,13
160790001,155,330,2,4
160790045,37,74,0,0
160790075,92,217,1,31
160800001,33,70,0,0
160810001,7,14,0,0
160820001,408,988,0,0
160820014,1,2,0,0
160820066,107,214,1,2
160830001,110,272,1,6
160840001,76,156,1,11
160840004,39,78,0,0
160840020,118,236,0,0
160850001,184,406,2,8
160850005,1,11,0,0
160850016,1,6,0,0
160850017,35,70,0,0
160860001,78,165,0,0
160870001,80,164,0,0
160880001,65,130,1,2
160880017,34,76,0,0
160880038,23,50,0,0
160880039,15,30,0,0
160880114,39,86,0,0
160880124,22,52,0,0
160880132,19,38,0,0
160880140,6,12,0,0
160880145,33,70,0,0
160880164,2,4,0,0
160890001,226,537,0,0
160900001,170,369,0,0
160900007,71,142,0,0
160910001,66,160,1,2
160920001,47,98,3,64
160930001,76,168,0,0
160930002,1,2,0,0
160930007,10,20,0,0
160940001,18,36,0,0
160950001,26,56,0,0
160950040,55,119,0,0
160960001,20,40,0,0
160970001,48,100,2,4
160970074,7,14,0,0
160970158,124,256,3,6
160980001,131,282,0,0
160990001,80,160,1,2
161000001,38,88,1,6
161000009,31,62,1,11
161010001,13,30,0,0
161020001,3003,7866,23,556
161020057,68,140,0,0
161020061,142,300,0,0
161020063,44,92,0,0
161020070,34,68,0,0
161020106,55,110,0,0
161020110,19,38,1,11
161020119,28,64,2,13
161020348,6,21,0,0
161030001,127,278,4,26
161030003,25,54,1,2
161030007,46,100,8,63
161040001,16,32,0,0
161040012,44,92,0,0
161040028,4,8,0,0
161050001,120,261,0,0
161050004,12,24,1,31
161060001,282,597,3,35
161070001,537,1267,3,14
161070020,16,36,0,0
161070025,21,46,0,0
161080001,1388,3631,10,188
161080003,47,98,1,2
161080005,13,26,0,0
161080007,17,38,0,0
161080016,54,112,2,13
161080020,30,60,0,0
161080173,14,28,0,0
161080200,5,10,0,0
161090001,14,28,0,0
161100001,207,524,0,0
161100006,9,18,0,0
161100048,10,20,1,2
161100049,20,40,1,6
161110001,48,113,2,4
161110002,1,11,1,6
161110009,53,106,2,4
161120001,1006,2388,4,8
161120020,4,12,0,0
161120069,1,11,0,0
161120082,6,12,4,8
161120207,3,6,0,0
161130001,117,263,1,2
161130012,14,28,0,0
161130016,15,30,0,0
170010001,58,128,0,0
170010008,35,103,0,0
170020001,100,212,0,0
170020008,15,34,1,6
170020025,20,44,0,0
170020033,15,55,0,0
170020044,1,11,0,0
170020062,1,6,0,0
170030001,321,674,0,0
170030003,44,88,0,0
170030010,37,78,1,2
170040001,100,212,0,0
170040004,95,194,0,0
170040005,129,270,0,0
170040008,23,46,10,24
170040012,18,36,0,0
170040014,30,76,2,4
170040026,121,250,1,2
170040030,1,2,0,0
170050001,44,96,0,0
170050002,1,2,0,0
170050009,1,2,0,0
170060001,2353,5755,8,29
170060032,27,58,1,6
170060078,37,322,0,0
170070001,3583,13516,2,4
170070074,1,2,0,0
170070075,17,34,0,0
170070125,25,58,0,0
170080001,336,770,1,2
170080003,16,32,0,0
170080004,26,56,0,0
170080005,116,278,0,0
170080026,1,2,0,0
170080050,17,59,0,0
170080063,3,15,0,0
170090001,56,128,0,0
170090009,1,2,0,0
170090017,174,441,0,0
170090038,3,6,0,0
170090053,1,6,0,0
170100001,53,110,1,2
170100002,108,246,0,0
170100022,3,10,0,0
170100049,1,2,0,0
170100051,7,14,0,0
170110001,1148,3104,5,10
170110004,31,62,0,0
170110009,83,210,0,0
170110028,26,52,0,0
170110076,1,6,0,0
170120001,387,923,1,11
170120004,22,44,0,0
170120008,22,44,0,0
170120011,84,189,1,2
170120012,73,383,2,13
170120013,32,68,0,0
170120018,34,72,0,0
170120036,20,65,1,2
170120123,7,22,0,0
170130001,127,278,2,13
170130006,16,32,0,0
170140001,82,164,0,0
170140018,1,2,0,0
170150001,102,208,0,0
170150010,1,2,0,0
170150022,1,11,1,2
170150029,1,2,0,0
170160001,51,106,1,6
170160005,34,72,0,0
170170001,226,476,1,2
170170007,41,82,1,6
170170008,73,283,0,0
170170013,1,101,0,0
170180001,763,1817,2,4
170180004,8,16,0,0
170180051,15,60,0,0
170190001,166,361,0,0
170190002,55,208,0,0
170190005,38,80,0,0
170200001,436,1323,0,0
170200003,3,59,0,0
170200004,3,19,0,0
170200006,44,104,0,0
170200007,1,2,0,0
170200039,1,6,0,0
170200074,2,4,0,0
170200090,1,31,0,0
170200093,1,2,0,0
170200095,1,6,0,0
170200102,8,16,0,0
170200103,1,6,0,0
170200107,1,2,0,0
170210001,70,152,0,0
170220001,147,332,2,17
170230001,14,28,0,0
170240001,112,240,0,0
170240005,3,10,0,0
170240007,19,38,0,0
170240009,1,6,2,13
170240012,38,76,1,2
170240013,134,289,0,0
170240097,2,103,0,0
170240123,1,2,0,0
170240124,1,6,0,0
170250001,188,544,0,0
170250023,2,4,1,2
170250072,1,2,0,0
170260001,169,420,0,0
170260006,4,12,0,0
170260017,8,34,0,0
170260048,2,8,0,0
170270001,60,120,0,0
170270024,1,2,0,0
170280001,209,613,0,0
170280002,106,259,0,0
170280003,17,34,1,6
170280005,1,2,0,0
170280006,113,298,0,0
170280021,1,6,0,0
170280030,59,130,0,0
170280039,4,8,0,0
170280063,5,14,0,0
170280079,1,2,0,0
170280092,1,2,0,0
170280094,1,2,0,0
170280113,5,10,0,0
170280119,1,51,0,0
170290001,480,1072,0,0
170290003,64,145,0,0
170290005,136,803,2,4
170290010,1,2,0,0
170290012,41,95,0,0
170290013,233,952,0,0
170290021,1,2,0,0
170290024,42,92,0,0
170290058,1,11,1,2
170290068,5,10,0,0
170290106,1,2,0,0
170290142,1,2,0,0
170290153,7,36,0,0
170290160,2,4,0,0
170290169,8,28,0,0
170300001,226,498,0,0
170300008,108,220,0,0
170300018,7,14,0,0
170300021,18,56,0,0
170300032,1,2,0,0
170300098,1,2,0,0
170310001,257,558,13,26
170310002,105,222,0,0
170310005,11,40,2,4
170310022,4,8,0,0
170310037,4,17,1,6
170320001,41,135,1,2
170320006,35,70,3,10
170330001,62,124,0,0
170330002,14,32,0,0
170330003,21,42,2,8
170340001,47,94,0,0
170350001,107,239,0,0
170350011,1,2,0,0
170350020,6,12,0,0
170360001,35,70,0,0
180010001,307,711,7,67
180020001,98,212,0,0
180030001,50,100,0,0
180030025,21,46,0,0
180030055,1,6,0,0
180030063,1,2,0,0
180040001,280,679,2,4
180040016,1,2,0,0
180040020,109,306,5,10
180040036,1,2,0,0
180040038,3,6,0,0
180040039,4,8,0,0
180040060,1,2,0,0
180040061,6,16,0,0
180040065,53,216,4,266
180040069,3,6,0,0
180040083,21,46,1,11
180040093,8,16,0,0
180040099,1,2,0,0
180040112,23,54,0,0
180040119,13,30,0,0
180040125,8,16,0,0
180040126,5,10,0,0
180040128,194,474,24,61
180040132,2,4,0,0
180040137,19,76,0,0
180040141,8,25,0,0
180040144,1,2,0,0
180040154,267,1290,6,12
180040184,13,26,0,0
180040186,222,504,1,11
180040189,6,16,0,0
180040191,87,186,2,22
180040260,6,12,0,0
180040315,2,4,0,0
180040322,31,74,2,4
180040325,1,2,0,0
180040338,1,2,0,0
180040375,1,2,0,0
180040431,1,2,0,0
180040480,1,2,0,0
180040545,1,2,0,0
180040574,1,2,0,0
180040582,2,13,0,0
180040605,19,42,0,0
180040629,1,6,0,0
180040642,1,6,0,0
180040644,1,2,0,0
180040672,2,4,0,0
180040685,2,4,0,0
180040698,1,6,0,0
180040700,1,2,0,0
180040739,1,2,0,0
180050001,43,90,1,11
180060001,298,775,1,2
180060040,1,6,0,0
180060075,2,4,0,0
180060150,4,25,0,0
180070001,74,177,6,52
180070022,37,74,0,0
180070035,8,20,0,0
180070112,1,2,0,0
180080001,478,1099,1,2
180080015,30,60,0,0
180080021,22,48,0,0
180090001,38,84,0,0
180100001,74,152,1,251
180100035,97,210,4,75
180110001,230,521,0,0
180120001,257,686,109,484
180120003,68,164,3,84
180120005,8,16,0,0
180120010,1,2,0,0
180120011,6,12,0,0
180120016,7,14,25,106
180120019,60,120,21,42
180120024,32,125,1,2
180120025,68,140,0,0
180120026,8,16,3,6
180120029,14,28,1,2
180120031,6,12,0,0
180120032,30,84,1,6
180120035,20,40,1,31
180120039,11,83,0,0
180120043,41,99,3,64
180120044,1,2,0,0
180120045,7,14,0,0
180120059,2,22,1,11
180120066,1,2,0,0
180120073,15,110,2,33
180120079,2,8,0,0
180120180,1,2,0,0
180130001,53,114,2,53
180140001,63,138,0,0
180140031,16,32,0,0
180140032,23,133,0,0
180150001,414,1015,2,42
180150007,25,80,3,123
180150009,16,32,1,51
180150011,30,64,0,0
180150021,26,52,2,4
180150032,110,245,0,0
180150038,1,2,16,131
180150044,19,42,2,4
180150052,98,216,1,2
180150053,5,10,0,0
180150056,39,82,0,0
180150067,4,8,0,0
180150069,47,102,1,2
180150074,4,8,3,6
180150080,197,443,1,2
180150081,36,76,6,41
180150082,80,164,0,0
180150083,23,164,2,4
180150088,8,47,0,0
180160001,269,644,9,315
180160031,19,38,10,119
180160038,4,12,10,29
180160041,35,70,1,101
180160047,55,118,3,204
180170001,4351,12682,9,49
180170106,31,66,0,0
180170122,66,140,0,0
180170151,81,199,0,0
180170427,6,16,0,0
180180001,397,914,3,10
180180004,38,76,0,0
180180012,23,50,5,59
180190001,3,6,0,0
180190167,33,66,0,0
180200001,72,160,0,0
180200013,297,1593,5,19
180200024,15,1795,0,0
180200027,126,478,28,65
180200037,2,4,0,0
180200041,21,42,1,2
180200043,79,242,0,0
180200046,75,182,0,0
180200047,2,4,0,0
180200049,34,92,0,0
180200053,224,629,1,2
180200054,9,36,0,0
180200059,56,2430,0,0
180200066,2,8,0,0
180200068,1,11,0,0
180200069,61,163,0,0
180200081,77,255,1,2
180200082,6,16,0,0
180200083,184,434,0,0
180200084,105,234,0,0
180200087,1,2,0,0
180200088,202,452,0,0
180200092,173,706,0,0
180200098,10,33,0,0
180200103,1,11,0,0
180200106,59,280,7,27
180200116,1,2,0,0
180200118,2,107,0,0
180200158,2,102,0,0
180200233,1,101,0,0
180200236,5,550,0,0
180200241,1,2,0,0
180200270,1,2,0,0
180200280,1,251,0,0
180200283,1,6,0,0
180200300,1,6,0,0
180200304,1,2,0,0
180200322,7,40,0,0
180200349,1,11,0,0
180200382,1,2,0,0
180200397,1,2,0,0
180200445,1,2,0,0
180200459,1,2,0,0
180200519,1,2,0,0
180200524,2,4,0,0
180200541,1,2,0,0
180200542,1,2,0,0
180200543,2,352,0,0
180200597,1,2,0,0
180200618,1,2,0,0
180200680,1,101,0,0
190010001,3,15,0,0
190020001,8,65,0,0
190030001,3,6,0,0
190040001,164,506,0,0
190050001,102,268,0,0
190060001,1781,6174,1,2
190060078,9,18,0,0
190060133,53,110,0,0
190060243,33,74,0,0
190060342,2,62,0,0
190060379,34,76,0,0
190060385,10,20,0,0
190060388,36,103,1,6
190060389,7,14,0,0
190060392,18,40,0,0
190060411,30,348,0,0
190060413,1,6,0,0
190070001,25,63,0,0
190070008,15,30,0,0
190080001,29,67,0,0
190090001,504,1275,0,0
190100001,43,120,1,11
190100131,15,39,0,0
190110001,44,113,0,0
190120001,99,256,0,0
190120152,4,8,0,0
190120211,26,56,0,0
190120227,1,2,0,0
190130001,51,114,0,0
190140001,107,252,0,0
190150001,6,12,0,0
190160001,3,6,0,0
190170001,73,175,0,0
190170090,4,8,0,0
190170153,25,50,1,2
190180001,360,957,0,0
190180025,65,148,0,0
190180040,2,4,0,0
190180061,4,12,0,0
190180064,1,2,0,0
190180105,40,93,0,0
190180187,2,4,0,0
190180212,66,200,0,0
190180234,11,22,0,0
190180236,8,16,0,0
190190001,870,8863,0,0
190190002,1,51,0,0
190200001,28,114,0,0
190210001,1513,4431,2,8
190210126,3,6,0,0
190210132,2,4,0,0
190210137,5,10,0,0
190210138,1,2,0,0
190210140,8,16,0,0
190210151,4,26,0,0
190210153,31,62,0,0
190210155,2,4,0,0
190220001,76,189,0,0
190230001,1,2,0,0
190240001,21,46,1,2
190250001,17,38,0,0
190250139,1,2,0,0
190250214,12,76,0,0
190250284,66,208,0,0
190250293,16,40,0,0
190250294,9,22,0,0
190250298,3,24,0,0
190260001,3115,10002,2,8
190260057,2,4,0,0
190260134,1,11,0,0
190270001,10,20,1,2
190280001,2,4,0,0
190290001,36,80,0,0
190300001,11,22,0,0
190310001,784,2041,0,0
190310045,133,307,0,0
190310224,20,40,0,0
190310249,3,24,0,0
190310311,9,26,0,0
190310313,101,202,0,0
190310348,4,8,0,0
190320001,15,30,0,0
190330001,353,1073,0,0
190340001,16,36,0,0
190350001,2,13,0,0
190360001,3,6,0,0
190370001,17,38,0,0
190380001,241,671,0,0
190390001,7125,33834,10,38
190400001,5,10,1,2
190410001,52,108,0,0
190410026,1,2,0,0
190410231,1,11,0,0
190410337,52,125,0,0
190410428,1,11,0,0
190420001,14,28,0,0
190430001,7,18,1,2
190440001,216,593,1,31
190450001,50,104,0,0
190450222,1,2,0,0
190450241,11,22,0,0
190450385,9,18,0,0
190450405,4,21,0,0
190450464,8,16,0,0
190450568,1,2,0,0
190460001,2147,8590,3,64
190470001,73,172,0,0
190480001,916,3111,1,2
190480165,1,2,0,0
190480166,1,2,0,0
190480168,1,2,0,0
190480174,1,2,0,0
190490001,291,1205,1,2
190490008,1,2,0,0
190500001,5,14,0,0
190510001,41,82,0,0
200010001,2,4,0,0
200020001,123,250,0,0
200020037,28,56,0,0
200020039,169,342,0,0
200030001,13,26,0,0
200040001,7,14,0,0
200050001,99,207,0,0
200060001,324,676,0,0
200070001,4,8,0,0
200080001,7,14,0,0
200090001,48,96,0,0
200100001,16,32,0,0
200100008,17,52,0,0
200100065,57,118,0,0
200110001,5,10,0,0
200120001,42,84,0,0
200120024,2,4,0,0
200120025,2,4,0,0
200120026,3,6,0,0
200120031,1,2,0,0
200120052,1,2,0,0
200120057,1,2,0,0
200120062,1,2,0,0
200120065,1,2,0,0
200120072,1,2,0,0
200120085,2,4,0,0
200120102,1,2,0,0
200120111,1,2,0,0
200120112,3,6,0,0
200120122,2,4,0,0
200130001,41,82,0,0
200140001,516,1118,0,0
200140042,2,4,0,0
200150001,4,8,0,0
200160001,27,54,0,0
200170001,3,6,0,0
200180001,2,4,0,0
200190001,5,10,0,0
200200001,11,22,0,0
200210001,151,302,3,10
200220001,1,2,0,0
200230001,131,274,1,2
200230027,1,2,0,0
200240001,6,12,0,0
200250001,159,326,7,32
200260001,89,190,0,0
200270001,2,4,0,0
200280001,116,261,0,0
200290001,6,12,1,6
200300001,119,271,0,0
200310001,56,112,0,0
200320001,3,6,0,0
200330001,25,50,0,0
200340001,4,8,1,6
200350001,17,34,0,0
200360001,6,12,0,0
200370001,5,10,0,0
200380001,12,24,0,0
200390001,931,2212,0,0
200390037,1,6,0,0
200390064,1,11,17,34
200400001,3,6,0,0
200410001,221,446,0,0
200410013,20,40,0,0
200420001,72,164,2,4
200430001,1519,3417,1,101
200430002,39,78,2,22
200430003,16,32,0,0
200430004,3,6,5,10
200430006,72,144,0,0
200440001,498,1082,3,10
200440242,1,2,0,0
200450001,24,48,2,8
200460001,22,48,0,0
200490001,7,14,0,0
200500001,8,16,0,0
200510001,11,22,0,0
200520001,66,140,0,0
200530001,30,60,0,0
200550001,30,60,0,0
200560001,18,36,0,0
200570001,325,735,2,4
200570002,26,52,0,0
200570018,91,182,0,0
200570027,6,12,0,0
200580001,17,34,0,0
200590001,426,927,0,0
200600001,3,6,0,0
200610001,11,26,0,0
200620001,3,6,0,0
200630001,54,108,0,0
200640001,17,34,0,0
200640004,1,2,0,0
200650001,5,10,0,0
200660001,49,102,1,2
200670001,4645,14449,2,13
200670051,34,68,0,0
200680001,242,526,0,0
200690001,6,12,0,0
200700001,23,50,0,0
200710001,20,40,0,0
200710002,1,2,0,0
200710018,1,2,0,0
200710044,3,10,0,0
200710051,1,2,0,0
200710053,1,2,0,0
