MUN_OFICIA,CLA_CICTRO,INESTAB_su,SUP_TOT_HA
"20210",Muy bajo,0.000000,21208.176
"20213",Muy bajo,0.000000,20388.105
"20218",Muy bajo,0.000000,7099.780
"20221",Muy bajo,1.000000,8700.564
"20224",Muy bajo,0.000000,2338.935
"20225",Muy bajo,0.000000,5858.787
"20228",Muy bajo,0.000000,917.298
"20229",Muy bajo,1.000000,13738.852
"20234",Muy bajo,0.000000,6495.479
"20239",Muy bajo,0.000000,4277.416
"20240",Muy bajo,1.000000,6373.856
"20242",Muy bajo,2.000000,24270.114
"20244",Muy bajo,0.000000,6410.350
"20245",Muy bajo,0.000000,4334.325
"20249",Muy bajo,0.000000,711.851
"20250",Muy bajo,0.000000,2350.229
"20251",Muy bajo,0.000000,6397.134
"20252",Muy bajo,0.000000,5588.455
"20255",Muy bajo,0.000000,14155.644
"20256",Muy bajo,0.000000,2441.481
"20258",Muy bajo,0.000000,6758.905
"20259",Muy bajo,0.000000,8613.514
"20261",Muy bajo,0.000000,17922.772
"20264",Muy bajo,0.000000,6155.796
"20269",Muy bajo,0.000000,10326.331
"20270",Muy bajo,0.000000,6497.353
"20272",Muy bajo,0.000000,14418.667
"20274",Muy bajo,0.000000,6548.160
"20281",Muy bajo,0.000000,1967.890
"20283",Muy bajo,0.000000,16217.562
"20285",Muy bajo,0.000000,10374.262
"20286",Muy bajo,0.000000,5557.465
"20287",Muy bajo,0.000000,4670.344
"20290",Muy bajo,0.000000,1134.664
"20297",Muy bajo,0.000000,11749.337
"20300",Muy bajo,0.000000,12144.829
"20302",Muy bajo,0.000000,7435.063
"20304",Muy bajo,0.000000,9468.270
"20311",Muy bajo,0.000000,5153.758
"20312",Muy bajo,0.000000,8514.610
"20313",Muy bajo,0.000000,6943.548
"20317",Muy bajo,0.000000,8188.418
"20320",Muy bajo,0.000000,2639.761
"20321",Muy bajo,0.000000,10960.297
"20322",Muy bajo,0.000000,659.757
"20329",Muy bajo,0.000000,9300.007
"20331",Muy bajo,0.000000,4594.500
"20332",Muy bajo,0.000000,3282.363
"20339",Muy bajo,0.000000,17877.918
"20340",Muy bajo,0.000000,18023.837
"20341",Muy bajo,0.000000,2981.914
"20345",Muy bajo,0.000000,9827.887
"20346",Muy bajo,0.000000,4407.263
"20348",Muy bajo,2.000000,23093.691
"20352",Muy bajo,0.000000,4609.379
"20354",Muy bajo,0.000000,1503.131
"20364",Medio,2.000000,63779.928
"20367",Muy bajo,0.000000,5121.384
"20370",Muy bajo,0.000000,3859.370
"20371",Muy bajo,0.000000,2978.010
"20001",Muy bajo,0.000000,12636.142
"20002",Muy bajo,0.000000,75456.683
"20003",Bajo,1.000000,7631.134
"20008",Bajo,0.000000,18993.930
"20009",Muy bajo,0.000000,15752.857
"20014",Muy bajo,0.000000,29405.435
"20015",Muy bajo,0.000000,11936.071
"20019",Muy bajo,0.000000,17362.485
"20027",Muy bajo,0.000000,3598.552
"20030",Muy bajo,0.000000,5606.183
"20038",Muy bajo,0.000000,5898.201
"20040",Muy bajo,0.000000,4701.366
"20041",Muy bajo,0.000000,14809.086
"20111",Muy bajo,0.000000,6941.031
"20119",Muy bajo,0.000000,8591.398
"20121",Muy bajo,0.000000,7492.450
"20127",Muy bajo,0.000000,3179.482
"20129",Muy bajo,0.000000,5309.111
"20133",Muy bajo,1.000000,10922.216
"20137",Muy bajo,0.000000,28033.659
"20142",Muy bajo,0.000000,1426.097
"20144",Muy bajo,0.000000,4743.222
"20151",Muy bajo,0.000000,8627.091
"20152",Muy bajo,0.000000,9963.556
"20153",Muy bajo,1.000000,17842.301
"20158",Muy bajo,1.000000,6359.464
"20160",Muy bajo,0.000000,5852.157
"20163",Muy bajo,0.000000,1782.332
"20168",Bajo,0.000000,6587.248
"20172",Muy bajo,0.000000,3561.396
"20176",Muy bajo,0.000000,28615.359
"20177",Muy bajo,0.000000,49640.047
"20180",Bajo,0.000000,7212.328
"20181",Muy bajo,1.000000,9328.987
"20185",Muy bajo,0.000000,20259.165
"20186",Muy bajo,0.000000,8998.819
"20188",Muy bajo,0.000000,12397.928
"20195",Muy bajo,0.000000,3490.347
"20199",Muy bajo,0.000000,5220.997
"20202",Muy bajo,1.000000,20948.255
"20206",Muy bajo,0.000000,11951.136
"20031",Bajo,0.000000,11197.425
"20337",Muy bajo,0.000000,17167.988
"20148",Muy bajo,1.000000,4946.645
"20303",Muy bajo,0.000000,281.375
"20138",Muy bajo,0.000000,4466.349
"20165",Muy bajo,0.000000,2181.606
"20455",Muy bajo,0.000000,8984.114
"20518",Muy bajo,0.000000,1181.929
"20140",Muy bajo,0.000000,2257.844
"20156",Bajo,2.000000,9393.743
"20128",Muy bajo,0.000000,1684.628
"20542",Muy bajo,0.000000,1075.886
"20470",Muy bajo,0.000000,43297.640
"20205",Bajo,2.000000,69407.532
"20042",Muy bajo,0.000000,56227.426
"20183",Muy bajo,0.000000,8867.255
"20292",Muy bajo,0.000000,11959.806
"20073",Muy bajo,2.000000,40678.980
"20039",Muy bajo,0.000000,32581.569
"20020",Muy bajo,0.000000,5715.268
"20006",Muy bajo,1.000000,34341.837
"20537",Muy bajo,0.000000,43159.290
"20390",Muy bajo,0.000000,943.658
"20350",Muy bajo,0.000000,732.939
"20515",Bajo,0.000000,119767.365
"20570",Muy bajo,0.000000,35373.353
"20551",Muy bajo,0.000000,13570.668
"20460",Bajo,0.000000,31108.453
"20198",Muy bajo,0.000000,79697.637
"20115",Muy bajo,0.000000,3136.576
"20064",Muy bajo,0.000000,50444.404
"20044",Muy bajo,0.000000,48584.611
"20036",Muy bajo,0.000000,28090.014
"22003",Muy bajo,0.000000,73212.116
"22009",Muy bajo,0.000000,118621.524
"22010",Muy bajo,0.000000,71942.358
"22002",Muy bajo,0.000000,71205.190
"22004",Bajo,0.000000,134738.503
"22015",Muy bajo,0.000000,27681.974
"22013",Muy bajo,0.000000,69495.229
"22018",Bajo,0.000000,68066.690
"22005",Bajo,0.000000,81026.265
"22007",Muy bajo,0.000000,30023.368
"22011",Bajo,0.000000,74763.558
"22014",Bajo,0.000000,68274.918
"22017",Muy bajo,0.000000,36961.750
"22016",Muy bajo,0.000000,77088.693
"22008",Muy bajo,0.000000,38812.911
"22012",Muy bajo,0.000000,32321.119
"22006",Muy bajo,0.000000,23488.718
"22001",Muy bajo,0.000000,71333.382
"24058",Bajo,0.000000,82126.715
"24057",Muy bajo,0.000000,11715.669
"24056",Bajo,0.000000,58674.562
"24055",Muy bajo,0.000000,61417.659
"24054",Bajo,0.000000,39860.743
"24053",Bajo,0.000000,19118.972
"24052",Muy bajo,0.000000,64010.455
"24051",Bajo,0.000000,149649.814
"24050",Muy bajo,0.000000,101988.151
"24049",Muy bajo,0.000000,249221.120
"24048",Muy bajo,0.000000,14384.947
"24047",Muy bajo,0.000000,191244.418
"24046",Muy bajo,0.000000,87813.660
"24045",Muy bajo,0.000000,130099.432
"24044",Muy bajo,0.000000,279948.045
"24043",Muy bajo,0.000000,47864.864
"24042",Bajo,0.000000,14340.665
"24041",Bajo,0.000000,37478.942
"24040",Medio,0.000000,184325.601
"24039",Bajo,0.000000,26265.649
"24038",Bajo,0.000000,18731.577
"24037",Bajo,0.000000,35370.594
"24036",Bajo,0.000000,132294.520
"24035",Muy bajo,0.000000,30571.670
"24034",Bajo,0.000000,51874.255
"24033",Muy bajo,0.000000,432262.614
"24032",Muy bajo,0.000000,170104.171
"24031",Bajo,0.000000,64064.447
"24030",Muy bajo,0.000000,69237.078
"24029",Bajo,0.000000,41312.980
"24028",Bajo,0.000000,148199.624
"24027",Muy bajo,0.000000,63915.354
"24026",Bajo,0.000000,9469.183
"24025",Muy bajo,0.000000,172984.194
"24024",Bajo,0.000000,306397.240
"24023",Bajo,0.000000,78640.954
"24022",Bajo,0.000000,129152.498
"24021",Bajo,0.000000,87709.975
"24020",Muy bajo,0.000000,130167.953
"24019",Muy bajo,0.000000,53549.562
"24018",Muy bajo,0.000000,7145.125
"24017",Bajo,0.000000,374586.451
"24016",Medio,0.000000,69854.380
"24015",Muy bajo,0.000000,215669.956
"24014",Bajo,0.000000,9093.729
"24013",Medio,0.000000,242356.839
"24012",Muy bajo,0.000000,13736.497
"24011",Muy bajo,0.000000,51846.879
"24010",Bajo,0.000000,315038.100
"24009",Muy bajo,0.000000,12261.767
"24008",Bajo,0.000000,96243.832
"24007",Muy bajo,0.000000,116935.194
"24006",Muy bajo,0.000000,194494.716
"24005",Muy bajo,0.000000,39049.847
"24004",Muy bajo,0.000000,62336.707
"24003",Bajo,0.000000,79418.928
"24002",Bajo,0.000000,58623.509
"24001",Bajo,0.000000,77543.362
"11009",Muy bajo,0.000000,48865.722
"11007",Muy bajo,0.000000,55305.812
"11025",Muy bajo,0.000000,29068.367
"11030",Muy bajo,1.000000,300686.552
"11045",Muy bajo,16.000000,91128.899
"11013",Muy bajo,0.000000,23080.752
"11034",Muy bajo,0.000000,19465.817
"11040",Muy bajo,0.000000,40937.269
"11041",Muy bajo,0.000000,11633.430
"11043",Muy bajo,1.000000,104736.587
"11006",Muy bajo,0.000000,31407.349
"11028",Muy bajo,0.000000,59286.912
"11032",Muy bajo,0.000000,54814.068
"11024",Muy bajo,0.000000,5987.786
"11036",Muy bajo,0.000000,8361.537
"11004",Muy bajo,0.000000,37386.512
"11005",Muy bajo,0.000000,42041.025
"11046",Muy bajo,1.000000,66632.808
"11019",Muy bajo,0.000000,88306.722
"11039",Muy bajo,0.000000,33422.493
"11010",Muy bajo,0.000000,12380.385
"11038",Muy bajo,0.000000,12078.525
"11011",Muy bajo,0.000000,33521.166
"11002",Muy bajo,0.000000,87775.501
"11003",Muy bajo,1.000000,155382.207
"11031",Muy bajo,0.000000,42537.655
"11008",Muy bajo,0.000000,81984.121
"11012",Muy bajo,1.000000,26031.806
"11042",Muy bajo,1.000000,81963.388
"11033",Muy bajo,0.000000,203131.344
"11023",Muy bajo,0.000000,156105.730
"11037",Muy bajo,1.000000,53852.491
"11001",Muy bajo,1.000000,61530.615
"11016",Muy bajo,0.000000,12752.072
"11029",Muy bajo,0.000000,101308.792
"11044",Muy bajo,0.000000,12848.435
"11035",Bajo,1.000000,42908.487
"11027",Bajo,0.000000,75559.449
"11017",Muy bajo,0.000000,85105.406
"11026",Muy bajo,0.000000,44070.662
"11015",Muy bajo,3.000000,101412.853
"11020",Muy bajo,1.000000,122156.705
"11018",Muy bajo,0.000000,17538.604
"11022",Muy bajo,0.000000,102627.011
"11021",Muy bajo,0.000000,15974.945
"11014",Muy bajo,1.000000,165572.512
"01005",Muy bajo,0.000000,50498.959
"01011",Muy bajo,0.000000,13918.755
"01001",Muy bajo,0.000000,117810.024
"01008",Muy bajo,0.000000,86670.031
"01007",Muy bajo,0.000000,37619.921
"01009",Muy bajo,0.000000,23206.391
"01004",Muy bajo,0.000000,12973.892
"01002",Muy bajo,0.000000,54900.896
"01003",Muy bajo,0.000000,93273.757
"01010",Muy bajo,0.000000,50918.259
"01006",Muy bajo,0.000000,19776.226
"30001",Muy bajo,0.000000,9749.508
"30002",Muy bajo,0.000000,1826.913
"30003",Bajo,0.000000,65567.550
"30004",Muy bajo,0.000000,85945.815
"30005",Muy bajo,0.000000,19502.192
"30006",Muy bajo,0.000000,16889.971
"30007",Bajo,0.000000,12406.797
"30008",Muy bajo,0.000000,7087.978
"30009",Bajo,0.000000,64825.770
"30010",Bajo,0.000000,32847.962
"30011",Bajo,0.000000,82693.218
"30012",Muy bajo,0.000000,13506.560
"30013",Bajo,0.000000,13595.279
"30014",Bajo,0.000000,15143.979
"30015",Muy bajo,0.000000,43054.833
"30016",Bajo,0.000000,13125.304
"30017",Muy bajo,0.000000,6768.725
"30018",Muy bajo,0.000000,2068.800
"30019",Muy bajo,0.000000,2983.690
"30020",Bajo,0.000000,6218.712
"30021",Bajo,0.000000,12284.268
"30022",Muy bajo,0.000000,6536.789
"30023",Medio,0.000000,52192.086
"30024",Muy bajo,0.000000,27780.303
"30026",Muy bajo,0.000000,1979.786
"30027",Bajo,0.000000,23261.581
"30028",Muy bajo,0.000000,3807.820
"30029",Muy bajo,0.000000,13407.666
"30030",Bajo,0.000000,2090.292
"30031",Muy bajo,0.000000,24966.060
"30032",Bajo,0.000000,65911.735
"30033",Medio,0.000000,27234.656
"30034",Bajo,0.000000,9101.402
"30035",Bajo,0.000000,8125.136
"30036",Muy bajo,0.000000,4394.361
"30037",Muy bajo,0.000000,4176.283
"30038",Muy bajo,0.000000,20231.755
"30039",Muy bajo,0.000000,31193.240
"30040",Bajo,0.000000,27766.461
"30041",Bajo,0.000000,944.048
"30042",Bajo,0.000000,13041.257
"30043",Bajo,0.000000,31091.500
"30044",Bajo,0.000000,15985.357
"30045",Muy bajo,0.000000,51792.919
"30046",Muy bajo,0.000000,7659.618
"30047",Muy bajo,0.000000,15810.525
"30048",Muy bajo,0.000000,27682.893
"30049",Muy bajo,0.000000,53732.557
"30050",Muy bajo,0.000000,8026.390
"30051",Bajo,0.000000,23403.963
"30052",Bajo,0.000000,3471.296
"30053",Bajo,0.000000,15032.099
"30054",Muy bajo,0.000000,29046.310
"30057",Muy bajo,0.000000,13372.859
"30058",Medio,0.000000,93645.866
"30059",Muy bajo,0.000000,17447.539
"30060",Muy bajo,0.000000,14020.953
"30061",Muy bajo,0.000000,350887.886
"30062",Muy bajo,0.000000,4431.764
"30063",Medio,0.000000,39048.673
"30064",Muy bajo,0.000000,2299.203
"30065",Muy bajo,0.000000,41583.387
"30066",Muy bajo,0.000000,24090.038
"30067",Muy bajo,0.000000,4329.258
"30068",Bajo,0.000000,6118.596
"30069",Bajo,0.000000,17946.360
"30070",Muy bajo,0.000000,106514.242
"30071",Bajo,0.000000,20290.912
"30072",Bajo,0.000000,52226.775
"30073",Bajo,0.000000,70994.662
"30074",Bajo,0.000000,1872.156
"30075",Bajo,0.000000,39691.825
"30076",Muy bajo,0.000000,15533.398
"30077",Bajo,0.000000,92686.888
"30078",Bajo,0.000000,17685.235
"30079",Muy bajo,0.000000,14982.826
"30080",Bajo,0.000000,12939.028
"30081",Muy bajo,0.000000,5237.603
"30082",Muy bajo,0.000000,15671.308
"30083",Medio,0.000000,66915.675
"30084",Muy bajo,0.000000,34725.438
"30085",Bajo,0.000000,13736.514
"30086",Bajo,0.000000,20808.948
"30087",Muy bajo,0.000000,12458.726
"30088",Muy bajo,0.000000,7271.866
"30089",Muy bajo,0.000000,31683.069
"30090",Muy bajo,0.000000,13212.727
"30091",Muy bajo,0.000000,141302.056
"30092",Muy bajo,0.000000,17903.430
"30093",Muy bajo,0.000000,5628.092
"30094",Bajo,0.000000,99211.372
"30095",Bajo,0.000000,18781.464
"30096",Muy bajo,0.000000,1760.872
"30097",Muy bajo,0.000000,8398.340
"30098",Bajo,0.000000,1376.641
"30099",Muy bajo,0.000000,11058.986
"30100",Bajo,0.000000,24714.627
"30101",Muy bajo,0.000000,6952.163
"30102",Bajo,0.000000,39865.530
"30103",Muy bajo,0.000000,4362.258
"30105",Muy bajo,0.000000,39734.096
"30106",Muy bajo,0.000000,2947.265
"30107",Muy bajo,0.000000,5076.843
"30108",Muy bajo,0.000000,211813.410
"30109",Medio,0.000000,52339.681
"30110",Muy bajo,0.000000,6650.868
"30111",Muy bajo,0.000000,24959.145
"30112",Muy bajo,0.000000,10840.936
"30113",Bajo,0.000000,1858.972
"30114",Medio,0.000000,35557.343
"30115",Bajo,0.000000,6444.910
"30116",Muy bajo,0.000000,7801.600
"30117",Bajo,0.000000,21380.633
"30118",Bajo,0.000000,2768.452
"30119",Muy bajo,0.000000,4983.648
"30120",Muy bajo,0.000000,2232.942
"30121",Medio,0.000000,239156.469
"30122",Muy bajo,0.000000,31165.233
"30123",Alto,0.000000,316814.964
"30124",Medio,0.000000,145645.504
"30125",Bajo,0.000000,40063.869
"30126",Bajo,0.000000,38806.053
"30127",Muy bajo,0.000000,13787.620
"30128",Muy bajo,0.000000,60906.982
"30129",Bajo,0.000000,24479.343
"30130",Bajo,0.000000,119274.168
"30131",Bajo,0.000000,6411.224
"30132",Muy bajo,0.000000,9975.619
"30133",Medio,0.000000,28865.063
"30134",Muy bajo,0.000000,38409.115
"30135",Bajo,0.000000,2644.293
"30136",Muy bajo,0.000000,1152.373
"30137",Bajo,0.000000,3420.437
"30138",Muy bajo,0.000000,1524.138
"30139",Muy bajo,0.000000,10848.662
"30140",Bajo,0.000000,2190.481
"30141",Muy bajo,0.000000,95693.251
"30142",Muy bajo,0.000000,126166.832
"30143",Bajo,0.000000,61782.642
"30144",Muy bajo,0.000000,66246.823
"30145",Muy bajo,0.000000,9627.219
"30146",Muy bajo,0.000000,1633.597
"30147",Bajo,0.000000,11472.883
"30148",Bajo,0.000000,41607.575
"30149",Bajo,0.000000,47977.536
"30152",Medio,0.000000,87479.107
"30153",Bajo,0.000000,15616.868
"30154",Bajo,0.000000,33357.832
"30155",Bajo,0.000000,130230.487
"30156",Muy bajo,0.000000,9189.039
"30157",Bajo,0.000000,27264.270
"30158",Medio,0.000000,53105.667
"30159",Muy bajo,0.000000,8792.628
"30160",Medio,0.000000,127708.910
"30161",Bajo,0.000000,115239.288
"30162",Muy bajo,0.000000,6520.632
"30163",Bajo,0.000000,8680.459
"30164",Muy bajo,0.000000,6080.419
"30165",Bajo,0.000000,6019.300
"30166",Muy bajo,0.000000,9552.268
"30167",Bajo,0.000000,22732.488
"30168",Bajo,0.000000,10000.082
"30169",Bajo,0.000000,53548.601
"30170",Bajo,0.000000,19524.927
"30171",Bajo,0.000000,4267.317
"30172",Muy bajo,0.000000,44902.746
"30173",Bajo,0.000000,52250.868
"30174",Muy bajo,0.000000,151786.432
"30175",Medio,0.000000,71839.649
"30176",Muy bajo,0.000000,10272.178
"30177",Muy bajo,0.000000,13345.784
"30178",Muy bajo,0.000000,57853.594
"30179",Muy bajo,0.000000,6531.146
"30180",Medio,0.000000,22574.568
"30181",Bajo,0.000000,91789.843
"30182",Muy bajo,0.000000,3670.344
"30183",Bajo,0.000000,16797.098
"30184",Bajo,0.000000,5640.062
"30185",Bajo,0.000000,1121.259
"30186",Muy bajo,0.000000,1877.712
"30187",Muy bajo,0.000000,5023.874
"30188",Muy bajo,0.000000,9791.988
"30189",Medio,0.000000,96430.492
"30190",Muy bajo,0.000000,5611.774
"30191",Muy bajo,0.000000,12418.010
"30192",Bajo,0.000000,33861.386
"30194",Muy bajo,0.000000,5145.231
"30195",Bajo,0.000000,3735.212
"30196",Bajo,0.000000,8789.145
"30197",Bajo,0.000000,11246.839
"30198",Bajo,0.000000,26374.901
"30199",Muy bajo,0.000000,2169.722
"30200",Bajo,0.000000,17805.409
"30201",Bajo,0.000000,28259.497
"30202",Bajo,0.000000,24212.452
"30203",Bajo,0.000000,6894.222
"30204",Muy bajo,0.000000,37237.029
"30205",Bajo,0.000000,39114.816
"30206",Muy bajo,0.000000,2827.966
"30207",Muy bajo,0.000000,54765.535
"30208",Muy bajo,0.000000,24535.836
"30209",Muy bajo,0.000000,29502.147
"30210",Muy bajo,0.000000,190632.922
"30211",Bajo,0.000000,29185.719
"30212",Bajo,0.000000,39911.679
"29020",Muy bajo,0.000000,9923.564
"29060",Muy bajo,0.000000,604.479
"29059",Muy bajo,0.000000,543.679
"29058",Muy bajo,0.000000,1009.376
"29057",Muy bajo,0.000000,796.625
"29056",Muy bajo,0.000000,919.905
"29055",Muy bajo,0.000000,2880.217
"29054",Muy bajo,0.000000,449.613
"29053",Muy bajo,0.000000,449.185
"29052",Muy bajo,0.000000,3598.543
"29051",Muy bajo,0.000000,778.606
"29050",Muy bajo,0.000000,3950.686
"29049",Muy bajo,0.000000,1020.757
"29048",Muy bajo,0.000000,1181.475
"29047",Muy bajo,0.000000,2544.263
"29046",Muy bajo,0.000000,4989.697
"29045",Muy bajo,0.000000,2560.997
"29044",Muy bajo,0.000000,2949.672
"29043",Muy bajo,0.000000,3679.028
"29042",Muy bajo,0.000000,731.985
"29041",Muy bajo,0.000000,2324.827
"29040",Muy bajo,0.000000,10281.325
"29039",Muy bajo,0.000000,4151.171
"29038",Muy bajo,0.000000,3840.590
"29037",Muy bajo,0.000000,7709.137
"29036",Muy bajo,0.000000,1381.098
"29035",Muy bajo,0.000000,1425.217
"29034",Muy bajo,0.000000,57547.918
"29033",Muy bajo,0.000000,5213.019
"29032",Muy bajo,0.000000,2613.936
"29031",Muy bajo,0.000000,16981.372
"29030",Muy bajo,0.000000,15466.632
"29029",Muy bajo,0.000000,1645.109
"29028",Muy bajo,0.000000,7663.162
"29027",Muy bajo,0.000000,1324.234
"29026",Muy bajo,0.000000,2588.902
"29025",Muy bajo,0.000000,5892.873
"29024",Muy bajo,0.000000,6095.499
"29023",Muy bajo,0.000000,5249.785
"29022",Muy bajo,0.000000,1499.612
"29021",Muy bajo,0.000000,10822.980
"29019",Muy bajo,0.000000,2310.822
"29018",Muy bajo,0.000000,2615.216
"29017",Muy bajo,0.000000,1464.204
"29016",Muy bajo,0.000000,4440.054
"29015",Muy bajo,0.000000,16149.149
"29014",Muy bajo,0.000000,17598.782
"29013",Muy bajo,0.000000,34879.947
"29012",Muy bajo,0.000000,13969.441
"29011",Muy bajo,0.000000,3637.836
"29010",Muy bajo,0.000000,7722.216
"29009",Muy bajo,0.000000,1667.261
"29008",Muy bajo,0.000000,8426.264
"29007",Muy bajo,0.000000,5843.324
"29006",Muy bajo,0.000000,25394.849
"29005",Muy bajo,0.000000,4386.664
"29004",Muy bajo,0.000000,18818.347
"29003",Muy bajo,0.000000,10815.888
"29002",Muy bajo,0.000000,1161.920
"21027",Muy bajo,0.000000,39279.399
"21047",Muy bajo,0.000000,80417.780
"21072",Bajo,0.000000,4760.728
"21073",Muy bajo,0.000000,13809.175
"21088",Bajo,0.000000,2999.118
"21155",Muy bajo,0.000000,14524.993
"21216",Bajo,0.000000,1915.174
"21117",Muy bajo,0.000000,411.287
"21001",Muy bajo,0.000000,17688.032
"21002",Bajo,0.000000,18082.383
"21004",Muy bajo,0.000000,14057.528
"21005",Muy bajo,0.000000,7512.858
"21006",Muy bajo,0.000000,9133.923
"21007",Muy bajo,0.000000,18503.289
"21008",Muy bajo,0.000000,6073.598
"21009",Muy bajo,0.000000,7225.117
"21010",Muy bajo,0.000000,39387.865
"21011",Muy bajo,0.000000,7937.607
"21012",Muy bajo,0.000000,5229.555
"21013",Muy bajo,0.000000,4714.963
"21014",Bajo,0.000000,4451.652
"21015",Muy bajo,0.000000,13509.159
"21016",Muy bajo,0.000000,16680.697
"21017",Muy bajo,0.000000,4809.334
"21018",Muy bajo,0.000000,33162.023
"21019",Muy bajo,0.000000,29320.974
"21020",Muy bajo,0.000000,2693.747
"21021",Muy bajo,0.000000,1134.272
"21022",Muy bajo,0.000000,12980.239
"21023",Muy bajo,0.000000,13314.037
"21024",Muy bajo,0.000000,18816.819
"21025",Bajo,0.000000,10672.995
"21026",Muy bajo,0.000000,6690.516
"21028",Bajo,0.000000,1616.958
"21029",Bajo,0.000000,1399.038
"21030",Bajo,0.000000,1225.805
"21031",Muy bajo,0.000000,11513.022
"21032",Muy bajo,0.000000,24065.365
"21033",Muy bajo,0.000000,4745.914
"21034",Muy bajo,0.000000,3673.973
"21035",Muy bajo,0.000000,24928.824
"21036",Muy bajo,0.000000,22870.385
"21037",Muy bajo,0.000000,13374.241
"21038",Muy bajo,0.000000,2330.060
"21039",Bajo,0.000000,6134.144
"21040",Muy bajo,0.000000,16027.841
"21041",Muy bajo,0.000000,3817.359
"21042",Muy bajo,0.000000,19885.132
"21043",Bajo,0.000000,18169.163
"21044",Muy bajo,0.000000,30132.525
"21045",Muy bajo,0.000000,38965.818
"21046",Muy bajo,0.000000,8714.957
"21048",Muy bajo,0.000000,8107.600
"21049",Muy bajo,0.000000,8960.533
"21050",Muy bajo,0.000000,10934.482
"21051",Muy bajo,0.000000,32551.074
"21052",Muy bajo,0.000000,2594.313
"21053",Muy bajo,0.000000,75968.129
"21054",Muy bajo,0.000000,14832.736
"21055",Muy bajo,0.000000,12878.801
"21056",Muy bajo,0.000000,14112.911
"21057",Muy bajo,0.000000,6374.646
"21058",Muy bajo,0.000000,14590.630
"21059",Muy bajo,0.000000,8849.630
"21060",Muy bajo,0.000000,1610.747
"21061",Muy bajo,0.000000,9957.308
"21062",Muy bajo,0.000000,5214.851
"21063",Muy bajo,0.000000,7926.982
"21064",Medio,0.000000,42865.727
"21065",Muy bajo,0.000000,9152.116
"21066",Muy bajo,0.000000,15500.492
"21067",Muy bajo,0.000000,22808.594
"21068",Bajo,0.000000,5050.204
"21069",Muy bajo,0.000000,23136.085
"21070",Muy bajo,0.000000,16841.045
"21071",Muy bajo,0.000000,25095.158
"21074",Muy bajo,0.000000,17295.009
"21075",Bajo,0.000000,7480.540
"21076",Bajo,0.000000,31911.446
"21077",Bajo,0.000000,4213.014
"21078",Bajo,0.000000,6957.622
"21079",Muy bajo,0.000000,5056.925
"21080",Bajo,0.000000,1243.407
"21081",Muy bajo,0.000000,30830.100
"21082",Muy bajo,0.000000,10674.802
"21083",Muy bajo,0.000000,56112.965
"21084",Bajo,0.000000,1964.869
"21085",Muy bajo,0.000000,53704.522
"21086",Bajo,0.000000,20591.709
"21087",Muy bajo,0.000000,60140.736
"21089",Muy bajo,0.000000,17034.259
"21090",Muy bajo,0.000000,2229.593
"21091",Muy bajo,0.000000,2298.015
"21092",Muy bajo,0.000000,22508.691
"21093",Muy bajo,0.000000,18034.184
"21094",Muy bajo,0.000000,27414.118
"21095",Muy bajo,0.000000,1124.566
"21096",Muy bajo,0.000000,5544.965
"21097",Muy bajo,0.000000,950.630
"21098",Muy bajo,0.000000,15665.522
"21099",Muy bajo,0.000000,24461.045
"21100",Muy bajo,0.000000,6109.474
"21101",Bajo,0.000000,2762.053
"21102",Muy bajo,0.000000,1887.921
"21103",Muy bajo,0.000000,10840.333
"21104",Muy bajo,0.000000,16749.981
"21105",Muy bajo,0.000000,6717.277
"21106",Muy bajo,0.000000,11979.208
"21107",Bajo,0.000000,6304.324
"21108",Muy bajo,0.000000,23958.319
"21109",Muy bajo,0.000000,9845.593
"21110",Muy bajo,0.000000,36225.729
"21111",Medio,0.000000,22030.229
"21112",Muy bajo,0.000000,23285.818
"21113",Muy bajo,0.000000,22118.485
"21114",Muy bajo,0.000000,54730.909
"21115",Muy bajo,0.000000,18683.316
"21116",Muy bajo,0.000000,16712.732
"21118",Muy bajo,0.000000,3077.299
"21119",Muy bajo,0.000000,5866.008
"21120",Muy bajo,0.000000,8004.153
"21121",Muy bajo,0.000000,13301.968
"21122",Muy bajo,0.000000,3938.787
"21123",Bajo,0.000000,4515.082
"21124",Muy bajo,0.000000,10927.573
"21125",Muy bajo,0.000000,1178.905
"21126",Muy bajo,0.000000,3983.146
"21127",Muy bajo,0.000000,14299.321
"21128",Muy bajo,0.000000,17701.583
"21129",Muy bajo,0.000000,33532.375
"21130",Muy bajo,0.000000,9625.335
"21131",Muy bajo,0.000000,2474.411
"21132",Muy bajo,0.000000,8956.712
"21133",Muy bajo,0.000000,720.823
"21134",Muy bajo,0.000000,5072.700
"21135",Muy bajo,0.000000,7278.243
"21136",Muy bajo,0.000000,831.944
"21137",Muy bajo,0.000000,21057.054
"21138",Muy bajo,0.000000,16215.219
"21139",Muy bajo,0.000000,9688.438
"21140",Muy bajo,0.000000,7690.647
"21141",Muy bajo,0.000000,17507.191
"21142",Muy bajo,0.000000,22029.184
"21143",Muy bajo,0.000000,11092.869
"21144",Muy bajo,0.000000,2382.771
"21145",Muy bajo,0.000000,23675.256
"21146",Muy bajo,0.000000,4755.022
"21147",Muy bajo,0.000000,28629.270
"21148",Muy bajo,0.000000,3278.397
"21149",Muy bajo,0.000000,9399.623
"21150",Muy bajo,0.000000,18035.544
"21151",Muy bajo,0.000000,1940.792
